country,year,Trawling_Hours
Chum salmon Okhotsk chum wild,2004,28366.75
Chum salmon Primorye chum hatchery,2004,29673.11
Chum salmon Primorye chum wild,2004,29420.99
Chum salmon Shaktoolik,2004,29032.08
Chum salmon Togiak District,2004,29012.2
Chum salmon Unalakleet,2004,30675.39
Chum salmon Upper Cook Inlet,2004,29252.97
Chum salmon West Kamchatka chum hatchery,2004,29091.56
Chum salmon West Kamchatka chum wild,2004,29201.04
Clearnose skate Mid-Atlantic Coast,2004,30318.95
Coastal shrimp West Africa,2004,30575.98
Cobia Gulf of Mexico,2004,28432.04
Cobia Southern Atlantic coast,2004,28620.47
Common gemfish New Zealand,2004,27877.25
Common gemfish Southeast Australia,2004,29361.89
Common sole Celtic Sea,2004,29005.26
Common sole Eastern English Channel,2004,28458.5
Common sole ICES 22-24-3a,2004,29787.39
Common sole ICES 7bc,2004,28907.12
Common sole ICES 7h-k,2004,29806.05
Common sole ICES 8ab,2004,28609.17
Common sole ICES 8c-9a,2004,30644.19
Common sole Irish Sea,2004,28899.79
Common sole North Sea,2004,29415.08
Common sole Western English Channel,2004,28629.02
Copper rockfish Pacific Coast,2004,29297.76
Cowcod Southern California,2004,29776.71
Crimson jobfish Okinawa Islands,2004,29358.94
Croaker West Africa Subgroup 1,2004,28586.42
Croaker West Africa Subgroup 2,2004,29742.25
Croaker West Africa Subgroup 3,2004,29785.81
Cuckoo ray Bay of Biscay -South,2004,29764.74
Cuckoo ray ICES 3a-4,2004,28780.65
Cuckoo ray Portugese Waters -East,2004,29341.79
Cunene horse mackerel West Africa,2004,29229.3
Cusk Western Scotian Shelf,2004,29341.65
Cuttlefish West Africa,2004,28851.55
Dab Baltic Areas 22-32,2004,29233.8
Dab ICES 3a-4,2004,29923.16
Darkblotched rockfish Pacific Coast,2004,28680.05
Deep sea smelt Pacific Ocean,2004,29915.99
Deep sea smelt Sea of Japan,2004,29283.23
Deep water cape hake South Africa,2004,28796.06
Deep water rose shrimp Balearic Island,2004,28261.11
Deep water rose shrimp Northern Alboran Sea,2004,28879.8
Deep water rose shrimp Northern Spain,2004,28435.44
Deep water rose shrimp West Africa,2004,29126.25
Deepwater cardinalfish Chile,2004,29430.23
Deepwater flathead Southeast Australia,2004,28555.71
Deepwater redfish NAFO Divisions 2J3K-3LNO,2004,28609.2
Deepwater redfish North-East Arctic,2004,28789.94
Deepwater redfish Units 1 and 2,2004,29155.69
Dover sole Gulf of Alaska,2004,30397.01
Dover sole Pacific Coast,2004,28301.79
Dredge oyster Foveax Strait,2004,29544.61
Dusky rockfish Gulf of Alaska,2004,28643.33
Dusky shark Gulf of Mexico and Atlantic,2004,28941.05
English sole Pacific Coast,2004,30017.87
Eulachon Pacific Coast of Canada Central Coast Designatable Unit,2004,29731.27
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,2004,28335.78
Eulachon Pacific Coast of Canada Nass / Skeena Designatable Unit,2004,30230.29
European flounder ICES 3a-4,2004,30035.31
European flounder Subdivisions 22-23,2004,29508.33
European flounder Subdivisions 24-25,2004,29660.88
European flounder Subdivisions 26-28,2004,30857.24
European flounder Subdivisions 27 and 29-32,2004,29382.46
European pilchard Aegean Sea,2004,29351.9
European pilchard Eastern Ionian Sea,2004,29933.61
European pilchard Northern Alboran Sea,2004,30731.34
European pilchard Northern Spain,2004,28429.09
European plaice Celtic Sea,2004,29314.79
European plaice Eastern English Channel,2004,29648.37
European plaice ICES 7bc,2004,29582.98
European plaice ICES 7h-k,2004,29317.93
European plaice ICES 8-9a,2004,29862.79
European plaice Irish Sea,2004,29269.28
European plaice North Sea,2004,28454.73
European plaice Subdivisions 21-23,2004,29357.06
European plaice Subdivisions 24-32,2004,30222.33
European plaice Western English Channel,2004,30059.2
European pollack ICES 3a-4,2004,29034.58
European pollack ICES 8-9a,2004,30558.75
European seabass Gulf of Lions,2004,29903.41
European seabass ICES 4a-7b-j,2004,29334.35
European seabass ICES 4bc-7,2004,29585.83
European seabass ICES 8ab,2004,29932.63
European seabass ICES 8c-9a,2004,29158.19
False scad West Africa,2004,29952.61
Finetooth shark Atlantic,2004,29579.86
Flame snapper Okinawa Islands,2004,30404.43
Flathead flounder Sea of Japan,2004,29431.28
Flathead sole Bering Sea and Aleutian Islands,2004,30468.54
Flathead sole Gulf of Alaska,2004,28373.49
Fourspotted megrim ICES 8c-9a,2004,29053.8
Gag Gulf of Mexico,2004,29042.23
Gag Southern Atlantic coast,2004,29534.04
Giant Pacific octopus Bering Sea and Aleutian Islands,2004,28138.47
Giant Pacific octopus Gulf of Alaska,2004,29299.07
Giant stargazer NZ Area STA7,2004,29834.64
Golden redfish ICES 5-6-12-14,2004,29756.52
Golden redfish North-East Arctic,2004,30061.63
Goliath grouper Southern Atlantic coast and Gulf of Mexico,2004,30168.35
Gopher rockfish Southern Pacific Coast,2004,30106.17
Gray triggerfish Gulf of Mexico,2004,28852.98
Greater amberjack Gulf of Mexico,2004,29150.12
Greater amberjack Southern Atlantic coast,2004,29869.49
Greater silver smelt ICES 1-2-3a-4,2004,29289.61
Greater silver smelt ICES 5a-14,2004,28564.81
Greater silver smelt ICES 5b-4a,2004,29948.98
Greater silver smelt ICES 6b-7-8-9-10-12,2004,29639.56
Green sea urchin Gulf of St. Lawrence,2004,28612.3
Greenland halibut Bering Sea and Aleutian Islands,2004,28761.44
Greenland halibut Gulf of St. Lawrence,2004,28723.36
Greenland halibut ICES 5-6-12-14,2004,29411.23
Greenland halibut Labrador Shelf - Grand Banks,2004,28623.18
Greenland halibut NAFO divisions 01ABCDEF,2004,28221.09
Greenland halibut North-East Arctic,2004,28755.84
Greenspotted rockfish Northern Pacific Coast,2004,30674.51
Greenspotted rockfish Southern Pacific Coast,2004,28504.67
Greenstriped rockfish Pacific Coast,2004,28783.78
Grey grunt West Africa Subgroup 1,2004,30778.38
Grey grunt West Africa Subgroup 3,2004,29521.76
Grey gurnard ICES 3a-4-7d,2004,29637.43
Grooved tiger prawn Northern Australia,2004,29714.94
Gulf menhaden Gulf of Mexico,2004,30059.18
Haddock Faroe Plateau,2004,28606.72
Haddock Georges Bank,2004,29993.55
Haddock Grand Banks,2004,30531.06
Haddock Gulf of Maine,2004,30241.49
Haddock ICES 3a-4-6a,2004,28886.09
Haddock ICES 7b-k,2004,30031.71
Haddock Iceland Grounds,2004,30577.7
Haddock Irish Sea,2004,30142.6
Haddock North-East Arctic,2004,30233.61
Haddock Rockall Bank,2004,28848.0
"Haddock Western Scotian Shelf, Bay of Fundy and Gulf of Maine",2004,28390.88
"Hake Aegean Sea and Crete Island (GSA 22,23)",2004,29073.41
Hake Eastern Ionian Sea,2004,29161.32
Hake Geographical Sub-Areas 1-7,2004,28778.1
Hake Gulf of Lions,2004,30682.53
Hake ICES 3a-4-6-7-8abd,2004,30305.61
Hake ICES 8c-9a,2004,30660.43
Herring Gulf of Riga East of Gotland,2004,30048.15
Herring ICES 1-2-4a-5-14a (Norwegian Spring Spawners),2004,29935.06
Herring ICES 22-24-3a,2004,29378.52
Herring ICES 3a-4-7d,2004,29199.21
Herring ICES 5a-7bc,2004,30015.76
Herring ICES 7a-g-h-j,2004,30138.62
Herring Iceland (Summer spawners),2004,30085.94
Herring Irish Sea,2004,29001.33
Herring NAFO division 4R (Spring spawners),2004,29265.1
Herring Newfoundland East and South Coast,2004,29141.72
Herring Northwestern Atlantic Coast,2004,29870.01
Herring Quebec North Shore,2004,29245.86
Herring Scotian Shelf and Bay of Fundy,2004,29894.58
Herring Southern Gulf of St. Lawrence (Fall spawners),2004,29881.69
Herring Southern Gulf of St. Lawrence (Spring spawners),2004,30324.83
Herring Subdivisions 25-29 and 32,2004,29174.59
Herring Subdivisions 30-31,2004,29684.02
Herring West of Scotland,2004,30651.49
Hoki Eastern New Zealand,2004,28634.92
Hoki Western New Zealand,2004,29245.06
Horse mackerel ICES 2a-4a-5b-6a-7-8,2004,29522.12
Horse mackerel ICES 3a-4bc-7d,2004,29391.7
Horse mackerel Portugese Waters -East,2004,29176.42
Horse mackerel West Africa,2004,30495.2
Horsehead tilefish East China Sea,2004,30189.57
Indo Pacific blue marlin Indian Ocean,2004,30165.01
Jackass morwong Eastern half of Southeast Australia,2004,29950.06
Jackass morwong Western half of Southeast Australia,2004,29180.79
Japanese Spanish mackerel East China Sea,2004,28943.86
Japanese Spanish mackerel Inland Sea of Japan,2004,30062.6
Japanese amberjack Japan,2004,29805.27
Japanese anchovy Inland Sea of Japan,2004,29364.88
Japanese anchovy Pacific Coast of Japan,2004,30067.83
Japanese anchovy Tsushima Strait,2004,30270.63
Japanese flounder East China Sea,2004,29897.44
Japanese flounder Inland Sea of Japan,2004,28999.66
Japanese flounder Pacific Ocean,2004,28633.23
Japanese flounder Sea of Japan North,2004,30568.68
Japanese flying squid Japan Autumn recruitment,2004,28843.05
Japanese flying squid Japan Winter recruitment,2004,29403.92
Japanese jack mackerel Pacific Coast of Japan,2004,29085.27
Japanese jack mackerel Tsushima Strait,2004,28805.63
Japanese pufferfish Ise and Mikawa Bay,2004,30219.6
Japanese pufferfish Sea of Japan and East China Sea and Seto Inland sea,2004,30148.02
Japanese sardine Pacific Coast of Japan,2004,29750.85
Japanese sardine Tsushima Strait,2004,28688.12
Japanese snapper Okinawa Islands,2004,30235.07
Kamchatka flounder Bering Sea and Aleutian Islands,2004,30348.66
Kelp greenling Oregon Coast,2004,28830.51
Kichiji rockfish North Pacific,2004,29590.51
Kichiji rockfish Okhotsk Sea,2004,29423.56
Kichiji rockfish Southwestern coast of Hokkaido,2004,28859.92
King mackerel Gulf of Mexico,2004,28756.68
King mackerel Southern Atlantic coast,2004,29499.47
Kingklip South Africa,2004,30233.1
Kitefin shark Northeast Atlantic,2004,29155.68
Large eye dentex West Africa Subgroup 3,2004,30105.8
Largehead hairtail Sea of Japan and East China Sea,2004,29905.75
Lavender jobfish Okinawa Islands,2004,28897.28
Leafscale gulper shark Northeast Atlantic,2004,29722.71
Lemon sole ICES 3a-4-7d,2004,28581.94
Lesser spotted dogfish ICES 3a-4-7d,2004,30597.2
Lesser spotted dogfish ICES 6-7abcefghij,2004,29391.7
Lesser spotted dogfish ICES 8abd,2004,28501.77
Lesser spotted dogfish ICES 8c-9a,2004,30299.08
Ling Faroe Grounds,2004,29699.83
Ling Iceland Grounds,2004,29465.16
Ling New Zealand Areas LIN 3 and 4,2004,28895.43
Ling New Zealand Areas LIN 5 and 6,2004,29343.21
Ling New Zealand Areas LIN 6b,2004,30005.73
Ling New Zealand Areas LIN 72,2004,28413.59
Ling New Zealand Areas LIN 7WC-WCSI,2004,29021.33
Ling North-East Arctic,2004,30131.26
Ling Northeast Atlantic,2004,30371.68
Ling Southeast Australia,2004,28936.81
Ling Western half of Southeast Australia,2004,30129.28
Lingcod Northern Pacific Coast,2004,29453.05
Lingcod Southern Pacific Coast,2004,29748.51
Lingcod Strait of Georgia,2004,30102.51
Little skate Gulf of Maine / Cape Hatteras,2004,29171.25
Longfin codling Pacific Ocean,2004,29299.27
Longfin inshore squid Atlantic Coast,2004,30589.07
Longnose skate Hecate Strait,2004,29574.77
Longnose skate Pacific Coast,2004,29269.63
Longnose skate Queen Charlotte Sound,2004,28702.91
Longnose skate Strait of Georgia,2004,29819.21
Longnose skate West Coast of Vancouver Island,2004,30030.84
Longspine thornyhead Pacific Coast,2004,30014.71
Mackerel ICES Northeast Atlantic,2004,28701.97
Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),2004,29847.63
Megrim ICES 7-8abd,2004,28990.38
Megrim ICES 8c-9a,2004,29077.87
Megrim spp ICES 4a-6a,2004,29843.28
Megrim spp Rockall Bank,2004,29922.7
Monkfish Gulf of Maine / Northern Georges Bank,2004,29259.64
Monkfish NAFO Divisions 3LNOPs,2004,30759.37
Monkfish Southern Georges Bank / Mid-Atlantic,2004,30290.13
Mutton snapper Southern Atlantic coast and Gulf of Mexico,2004,29632.06
New Zealand snapper New Zealand Area 8 (Auckland and Central West),2004,28241.26
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,2004,28833.88
New Zealand snapper New Zealand SNA 1 east Northland,2004,29064.62
New Zealand snapper New Zealand SNA 7,2004,28858.09
Northern rock sole Eastern Bering Sea and Aleutian Islands,2004,28422.22
Northern rock sole Gulf of Alaska,2004,30062.49
Northern rockfish Bering Sea and Aleutian Islands,2004,30238.67
Northern rockfish Gulf of Alaska,2004,30224.87
Northern shortfin squid Northwestern Atlantic Coast,2004,29573.28
Northern shrimp Eastern Scotian Shelf (SFA 13-15),2004,28898.28
Northern shrimp Gulf of Maine,2004,27756.36
Northern shrimp Gulf of St. Lawrence,2004,28628.08
Northern shrimp ICES 3a(west)-4a(east),2004,29501.76
Northern shrimp North-East Arctic,2004,29762.81
Northern shrimp Northern North Sea,2004,30092.95
Northern shrimp Shrimp Fishing Area 4,2004,29230.34
Northern shrimp Shrimp Fishing Area 5,2004,29065.75
Northern shrimp Shrimp Fishing Area 6,2004,30151.25
Northern shrimp Shrimp Fishing Areas 2-3,2004,29360.26
"Norway lobster Adriatic Sea (GSA 17,18)",2004,30215.31
Norway lobster Aran Grounds (FU 17),2004,30834.52
Norway lobster Balearic Island,2004,28647.73
Norway lobster Botney Cut - Silver Pit (FU 5),2004,29918.15
Norway lobster Cantabrian Sea (FU 31),2004,29178.52
Norway lobster Devils Hole (FU 34),2004,28785.63
Norway lobster Farn Deeps (FU 6),2004,29758.64
Norway lobster Firth of Clyde and Sound of Jura (FU 13),2004,28968.82
Norway lobster Firth of Forth (FU 8),2004,29793.83
Norway lobster Fladen Ground (FU 7),2004,29536.41
Norway lobster Gulf of Cadiz (FU 30),2004,29386.62
Norway lobster ICES 7,2004,28902.86
Norway lobster ICES 8ab,2004,29133.68
Norway lobster Irish Sea East (FU 14),2004,30277.27
Norway lobster Irish Sea West (FU 15),2004,29728.2
"Norway lobster Labadie, Jones and Cockburn (FU 20-21)",2004,28462.02
"Norway lobster Malta Island and South of Sicily (GSA 15, 16)",2004,30253.39
Norway lobster Moray Firth (FU 9),2004,30040.5
Norway lobster North Galicia (FU 25),2004,29887.22
Norway lobster North Minch (FU 11),2004,29366.37
Norway lobster Northern Alboran Sea,2004,30261.01
Norway lobster Northern Spain,2004,29226.42
Norway lobster Norwegian Deeps (FU 32),2004,30115.21
Norway lobster Noup (FU 10),2004,29024.64
Norway lobster Off Horn Reef (FU 33),2004,29611.67
Norway lobster Porcupine Bank (FU 16),2004,29227.96
Norway lobster Skagerak Kattegat (FU 3-4),2004,28625.68
Norway lobster Smalls (FU 22),2004,29857.72
Norway lobster South Minch (FU 12),2004,28526.22
Norway lobster South-West and South Portugal (FU 28-29),2004,29286.97
Norway lobster West Galicia and North Portugal (FU 26-27),2004,29277.24
Norway lobster West of Scotland,2004,30467.9
Norway pout ICES 3a-4,2004,30349.4
Norway pout West of Scotland,2004,29507.62
Nylon shrimp Central-Southern Chile,2004,28921.5
Nylon shrimp Northern Chile,2004,29526.46
Ocean pout Northwestern Atlantic Coast,2004,29275.01
Ocean quahog Atlantic Coast,2004,29880.71
Ocean shrimp Shrimp Management Area 14,2004,28127.84
Ocean shrimp Shrimp Management Area 16,2004,29567.97
Ocean shrimp Shrimp Management Area FR,2004,29504.62
Ocean shrimp Shrimp Management Area GTSE,2004,30948.3
Ocean shrimp Shrimp Management Area PRD,2004,30171.99
Ocean shrimp Shrimp Management Areas 18 and 19,2004,28656.57
Octopus West Africa,2004,30410.38
Orange roughy Cascade Plateau,2004,29919.57
Orange roughy Chile,2004,29014.83
Orange roughy East and South Chatham Rise,2004,29606.91
Orange roughy New Zealand Challenger Plateau,2004,30115.02
Orange roughy New Zealand Mid East Coast,2004,29734.46
Orange roughy Northeast Atlantic,2004,30067.98
Orange roughy Northwest Chatham Rise,2004,29596.94
Orange roughy Southeast Australia,2004,29967.11
Pacific bluefin tuna Pacific Ocean,2004,28982.1
Pacific chub mackerel Pacific Coast,2004,29157.81
Pacific cod Aleutian Islands,2004,28700.83
Pacific cod Bering Sea,2004,28910.82
Pacific cod Gulf of Alaska,2004,29562.87
Pacific cod Hecate Strait,2004,29912.84
Pacific cod Hokkaido,2004,30254.61
Pacific cod North Pacific,2004,29109.55
Pacific cod Queen Charlotte Sound,2004,29142.31
Pacific cod Sea of Japan,2004,29151.24
Pacific geoduck Washington,2004,28551.33
Pacific hake Pacific Coast,2004,28848.01
Pacific halibut North Pacific,2004,28867.78
Pacific herring Central Coast,2004,29488.15
Pacific herring Hokkaido,2004,30621.28
Pacific herring Prince Rupert District,2004,29176.48
Pacific herring Prince William Sound,2004,29619.75
Pacific herring Queen Charlotte Islands,2004,28456.85
Pacific herring Sitka,2004,29837.08
Pacific herring Strait of Georgia,2004,29031.85
Pacific herring Togiak District,2004,28628.72
Pacific herring West Coast of Vancouver Island,2004,30364.45
Pacific ocean perch Eastern Bering Sea and Aleutian Islands,2004,30318.36
Pacific ocean perch Gulf of Alaska,2004,29416.57
Pacific ocean perch Haida Gwaii,2004,29747.15
Pacific ocean perch Pacific Coast,2004,29329.27
Pacific ocean perch West Coast of Vancouver Island,2004,29927.25
Pacific sand lance Souya Strait,2004,29175.52
Pacific sandlance Ise and Mikawa Bay,2004,29462.87
Pacific sardine Pacific Coast,2004,29353.14
Pacific sardine Pacific Coast of Canada,2004,28510.33
Pacific saury Northwest Pacific,2004,29083.37
Patagonian grenadier Central-Southern Chile,2004,29381.56
Patagonian grenadier Southern Argentina,2004,29184.64
Patagonian toothfish Macquarie Island,2004,29278.32
Patagonian toothfish South Africa Subantarctic Prince Edward Islands,2004,29763.11
Patagonian toothfish South Chile Argentina,2004,29244.92
Paua NZ Area North PAUA 5A,2004,28651.31
Paua NZ Area South PAUA 5A,2004,29534.33
Paua New Zealand Area PAU 5B (Stewart Island),2004,28604.53
Paua New Zealand Area PAU 5D (Otago),2004,29763.63
Paua New Zealand Area PAU 7 (Marlborough),2004,29535.94
Peruvian anchoveta Central Chile,2004,29033.98
Peruvian anchoveta Central-Southern Chile,2004,29329.68
Peruvian anchoveta North-Central Peruvian coast,2004,29134.89
Peruvian anchoveta Northern Chile Southern Peru,2004,30344.13
Petrale sole Pacific Coast,2004,29616.33
Pink cusk eel Central-Southern Chile,2004,31023.54
Pink cusk eel Southern Argentina,2004,28489.19
Pink cusk eel Southern Chile,2004,29733.07
Pink salmon Amur pink wild,2004,28854.78
Pink salmon Anadyr pink wild,2004,29035.92
Pink salmon Area 12,2004,30287.3
Pink salmon Area 13,2004,29591.44
Pink salmon East Kamchatka pink wild,2004,30308.69
Pink salmon East Sakhalin pink hatchery,2004,28767.67
Pink salmon East Sakhalin pink wild,2004,29578.74
Pink salmon Golovin,2004,28704.36
Pink salmon Japan High Seas catch pink hatchery,2004,30382.34
Pink salmon Japan High Seas catch pink wild,2004,30040.48
Pink salmon Japan coastal pink hatchery,2004,28611.38
Pink salmon Japan coastal pink wild,2004,30329.52
Pink salmon Nome (Norton Sound),2004,29069.51
Pink salmon Okhotsk pink hatchery,2004,28832.95
Pink salmon Okhotsk pink wild,2004,30300.11
Pink salmon Primorye pink wild,2004,29937.26
Pink salmon Shaktoolik (Norton Sound),2004,30712.75
Pink salmon South AK Peninsula w/o Chignik,2004,29495.38
Pink salmon Unalakleet (Norton Sound),2004,28535.03
Pink salmon Upper Cook Inlet,2004,29178.79
Pink salmon West Kamchatka pink hatchery,2004,30035.56
Pink salmon West Kamchatka pink wild,2004,29656.53
Pink shrimp Gulf of Mexico,2004,29743.36
Pointhead flounder North coast of Hokkaido,2004,29410.51
Pointhead flounder Sea of Japan,2004,28480.68
Pollock Faroe Plateau,2004,28542.63
Pollock Gulf of Maine / Georges Bank,2004,29597.05
Pollock ICES 3a-4-6,2004,28164.53
Pollock Iceland Grounds,2004,29548.01
Pollock North-East Arctic,2004,29355.02
Pollock Scotian Shelf and Bay of Fundy,2004,29043.32
Pollock St. Pierre Bank,2004,28198.88
Poor cod Ligurian and North Tyrrhenian Sea,2004,29361.42
Porbeagle shark Canadian Atlantic Ocean,2004,29985.3
Porbeagle shark Northeast Atlantic,2004,28926.16
Quillback rockfish Pacific Coast of Canada (Inside),2004,29561.82
Quillback rockfish Pacific Coast of Canada (Outside),2004,29002.36
Red deepsea crab Northwestern Atlantic,2004,28802.78
Red grouper Gulf of Mexico,2004,29713.04
Red grouper South Atlantic,2004,29224.57
Red hake Gulf of Maine / Northern Georges Bank,2004,29946.06
Red hake Southern Georges Bank / Mid-Atlantic,2004,28554.58
Red king crab Bristol Bay,2004,29727.04
Red king crab Norton Sound,2004,29638.43
Red king crab Pribilof Islands,2004,28910.33
Red mullet Balearic Island,2004,29573.22
Red mullet Black Sea,2004,30072.37
Red mullet Gulf of Lions,2004,28987.08
Red mullet Northern Alboran Sea,2004,29449.3
Red mullet Northern Spain,2004,27847.36
Red mullet South Tyrrhenian Sea,2004,28395.93
Red pandora West Africa Subgroup 2,2004,29598.0
Red porgy Southern Atlantic coast,2004,29255.32
Red rock lobster New Zealand Area CRA1,2004,30639.84
Red rock lobster New Zealand Area CRA2,2004,29945.54
Red rock lobster New Zealand Area CRA3,2004,29870.14
Red rock lobster New Zealand Area CRA4,2004,30196.65
Red rock lobster New Zealand Area CRA5,2004,29816.17
Red rock lobster New Zealand Area CRA7,2004,30091.01
Red rock lobster New Zealand Area CRA8,2004,29490.02
Red seabream Azores Grounds,2004,28563.21
Red seabream East China Sea,2004,29352.37
Red seabream ICES 6-7-8,2004,30053.77
Red seabream ICES 9,2004,29961.11
Red seabream Inland Sea of Japan (East),2004,28113.89
Red seabream Inland Sea of Japan (West),2004,30119.74
Red shrimp Northern Alboran Sea,2004,30427.81
Red shrimp Northern Spain,2004,28413.86
Red snapper Gulf of Mexico,2004,30459.12
Red snapper Southern Atlantic coast,2004,28858.66
Red squat lobster Central-Southern Chile,2004,28656.69
Red squat lobster Northern Chile,2004,29330.15
Redfish Eastern Australia,2004,29525.75
Redfish species Flemish Cap,2004,28945.81
Redfish species N and SW Grand Banks,2004,30136.52
Redfish species West Greenland,2004,30958.4
Rex sole Gulf of Alaska,2004,30147.14
Rex sole Pacific Coast,2004,29376.55
Rock crab Quebec Coastal Waters,2004,30339.67
Rock crab Southern Gulf of St. Lawrence,2004,30700.26
Rock lobster South Australia Northern Zone,2004,28750.59
Rock lobster South Australia Southern Zone,2004,28791.09
Rock sole Gulf of Alaska,2004,30377.39
Rock sole Hecate Strait,2004,28978.06
Rock sole Queen Charlotte Sound,2004,30317.46
Rosette skate Mid-Atlantic Coast,2004,29260.34
Rougheye rockfish Bering Sea and Aleutian Islands,2004,28785.66
Rougheye rockfish Gulf of Alaska,2004,30022.68
Roughhead grenadier Northeast Atlantic,2004,28836.19
Roughscale sole North Pacific,2004,28922.64
Round herring Pacific Ocean,2004,30042.71
Round herring Tsushima Strait,2004,29001.52
Round nose flounder Sea of Japan,2004,29082.59
Roundnose grenadier ICES 1-2-4-5a2-8-9-14ab2,2004,29779.57
Roundnose grenadier ICES 5b-6-7-12b,2004,28989.93
Roundnose grenadier Kattegat and Skagerrak,2004,29532.72
Roundnose grenadier Mid-Atlantic Ridge,2004,29605.17
Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2004,28415.15
Sablefish Pacific Coast,2004,28582.94
Sablefish Pacific Coast of Canada,2004,29331.68
Sailfin sandfish Sea of Japan North,2004,30348.91
Sailfin sandfish Sea of Japan West,2004,29568.9
Sailfish Eastern Atlantic,2004,28428.68
Sailfish Western Atlantic,2004,28616.37
Sand eel Sandeel Area 1,2004,30520.18
Sand eel Sandeel Area 2,2004,30420.05
Sand eel Sandeel Area 3,2004,28923.85
Sand eel Sandeel Area 4,2004,30027.07
Sand eel Sandeel Area 5,2004,30172.36
Sand eel Sandeel Area 6,2004,28368.12
Sand eel Sandeel Area 7,2004,29285.82
Sand eel West of Scotland,2004,30308.17
Sandbar shark Atlantic,2004,29183.19
"Sardine Adriatic Sea (GSA 17,18)",2004,30364.98
Sardine Gulf of Lions,2004,29815.87
Sardine ICES 7,2004,28966.21
Sardine ICES 8abd,2004,30020.24
Sardine ICES 8c-9a,2004,29631.23
Sardine South Africa,2004,28751.35
Sardine South of Sicily,2004,29172.02
Sardine West Africa Zone A+B,2004,29249.27
Sardine West Africa Zone C,2004,29280.47
Sardine Western half of Southeast Australia,2004,29404.98
Sardinella West Africa,2004,29596.0
Scalloped hammerhead Atlantic,2004,29309.33
Scampi Bay of Plenty,2004,29105.25
Scampi Mernoo Bank,2004,29961.0
Scampi Wairarapa/Hawke Bay,2004,29473.71
School whiting Southeast Australia,2004,28805.41
Scup Northwestern Atlantic Coast,2004,30506.61
Sea scallop Bay of Fundy (SPA 1-6),2004,29951.22
Sea scallop Georges Bank,2004,29796.59
Sea scallop Georges Bank and Mid-Atlantic Bight,2004,30473.19
Sea scallop North Brown Bank,2004,28900.78
Sea scallop Scallop Fishing Areas 16-20,2004,30143.22
Sea scallop Southern Gulf of St. Lawrence,2004,30468.38
Sea scallop St. Pierre Bank,2004,29193.48
Sea scallop West Scallop Fishing Area 29,2004,28716.85
Sea trout Baltic Areas 22-32,2004,30251.89
Seabream West Africa Subgroup 1,2004,29799.54
Seabream West Africa Subgroup 2,2004,30242.99
Seabream West Africa Subgroup 3,2004,30364.51
Shako Ise and Mikawa Bay,2004,28337.24
Shallow water cape hake South Africa,2004,30503.28
Sharpchin rockfish Pacific Coast,2004,28506.38
Shortbelly rockfish Pacific Coast,2004,30226.27
Shortraker rockfish Bering Sea and Aleutian Islands,2004,28184.06
Shortraker rockfish Gulf of Alaska,2004,29813.34
Shortspine thornyhead Gulf of Alaska,2004,28889.75
Shortspine thornyhead Pacific Coast,2004,29415.99
Sidestripe shrimp Shrimp Management Area 14,2004,30533.27
Sidestripe shrimp Shrimp Management Area 16,2004,30029.36
Sidestripe shrimp Shrimp Management Area FR,2004,29042.11
Sidestripe shrimp Shrimp Management Area GTSE,2004,30290.92
Sidestripe shrimp Shrimp Management Area PRD,2004,28632.89
Sidestripe shrimp Shrimp Management Areas 18 and 19,2004,30721.79
Silk snapper Caribbean,2004,29398.14
Silver hake Gulf of Maine / Georges Bank,2004,30105.99
Silver hake Scotian Shelf and Bay of Fundy,2004,29618.41
Silver hake Southern Georges Bank / Mid-Atlantic,2004,29667.8
Silverfish Southeast Australia,2004,29612.07
Skipjack tuna Central Western Pacific Ocean,2004,29922.3
Skipjack tuna Eastern Atlantic,2004,29981.71
Skipjack tuna Eastern Pacific,2004,30212.61
Skipjack tuna Indian Ocean,2004,29892.31
Skipjack tuna Western Atlantic,2004,29090.76
Smalleyed ray Celtic Sea,2004,28406.22
Smooth dogfish Atlantic,2004,29675.96
Smooth hound Northeast Atlantic,2004,30395.56
Smooth oreo Bounty Plateau,2004,28790.45
Smooth oreo Chatham Rise,2004,29049.99
Smooth oreo East Pukaki Rise,2004,29353.25
Smooth oreo Southland,2004,29790.02
Smooth oreo West end of Chatham Rise,2004,29490.67
Smooth skate Gulf of Maine / Georges Bank-Southern New England,2004,30291.31
Smooth skate NAFO Division 2J3K,2004,29410.17
Smooth skate Southern Gulf of St. Lawrence,2004,28251.74
Snapper Northern Spencer Gulf,2004,29270.79
Snapper Southern Gulf St. Vincent,2004,29627.38
Snapper Southern Spencer Gulf,2004,28999.19
Snow crab Bering Sea,2004,30189.04
Snow crab Division 2HJ,2004,28862.56
Snow crab Division 3K,2004,28706.75
Snow crab Division 3LNO,2004,30061.1
Snow crab Division 4R3Pn,2004,28606.69
Snow crab Hokkaido,2004,28423.01
Snow crab North Pacific,2004,29448.16
Snow crab Northern Gulf of St. Lawrence,2004,28555.41
Snow crab Okhotsk Sea,2004,31101.56
Snow crab Sea of Japan East,2004,29733.07
Snow crab Sea of Japan West,2004,28602.03
