country,year,biomass_relative_to,SST,Trawling_Hours,country_encoded
Pink salmon Affleck Cl (District105),1998,0,30.15,28920.03,698
Pink salmon Afognak District,1998,0,31.0,29390.67,699
Pink salmon Aialik Lagoon (Eastern D),1998,0,30.88,29407.72,700
Pink salmon Alitak District,1998,0,30.04,28825.75,701
Pink salmon Amur pink wild,1998,0,29.12,28185.97,703
Pink salmon Anadyr pink wild,1998,0,29.44,28418.3,704
Pink salmon Anan (District107),1998,0,29.14,28226.56,705
Pink salmon Area 1,1998,0,29.2,28250.4,706
Pink salmon Area 10,1998,0,29.31,28294.57,707
Pink salmon Area 12,1998,0,31.51,29728.97,708
Pink salmon Area 13,1998,0,30.32,28991.17,709
Pink salmon Area 2E,1998,0,30.92,29420.79,710
Pink salmon Area 2W,1998,0,30.68,29236.08,711
Pink salmon Area 3,1998,0,32.01,30063.73,712
Pink salmon Area 4,1998,0,31.36,29664.09,713
Pink salmon Area 5,1998,0,30.32,28956.23,714
Pink salmon Area 6,1998,0,31.51,29763.87,715
Pink salmon Area 7,1998,0,30.93,29378.37,716
Pink salmon Area 8,1998,0,29.26,28289.93,717
Pink salmon Area 9,1998,0,31.16,29512.21,718
Pink salmon Atnarko (Area 8),1998,0,27.59,27273.04,720
Pink salmon Auke Creek (Northern Inside),1998,0,29.3,28303.84,721
Pink salmon Barabara (Southern D),1998,0,29.23,28258.48,722
Pink salmon Baranof E (District109),1998,0,30.28,29000.78,723
Pink salmon Bruin River,1998,0,31.05,29477.09,727
Pink salmon Burnett (District106),1998,0,31.73,29919.41,728
Pink salmon China Poot (Southern D),1998,0,28.83,28065.74,736
Pink salmon Coghill District,1998,0,29.82,28653.91,737
Pink salmon Dogfish (Southern D),1998,0,30.23,28893.98,738
Pink salmon EBehm (District 101),1998,0,31.63,29817.7,742
Pink salmon EDall (District103),1998,0,29.8,28630.13,743
Pink salmon East Kamchatka pink wild,1998,0,30.87,29370.0,744
Pink salmon East Sakhalin pink hatchery,1998,0,30.61,29163.58,745
Pink salmon East Sakhalin pink wild,1998,0,29.63,28568.28,746
Pink salmon Eastside-Northend District,1998,0,30.06,28796.89,747
Pink salmon Eliza Hbr (District109),1998,0,31.24,29611.22,748
Pink salmon Eshamy District,1998,0,30.37,28992.54,749
Pink salmon Farragut (District110),1998,0,30.8,29337.76,750
Pink salmon Freshw By (District112),1998,0,30.61,29137.04,751
Pink salmon Golovin,1998,0,29.56,28452.92,753
Pink salmon Hetta (District103),1998,0,30.9,29375.58,756
Pink salmon Homeshor (District114),1998,0,30.87,29358.33,757
Pink salmon Hoonah S (District113),1998,0,29.63,28481.34,760
Pink salmon Houghton (District110),1998,0,32.25,30215.46,761
Pink salmon Humpy Creek (Cook Inlet Southern D),1998,0,29.81,28672.3,762
Pink salmon Japan High Seas catch pink hatchery,1998,0,31.14,29555.09,766
Pink salmon Japan High Seas catch pink wild,1998,0,31.98,30064.52,767
Pink salmon Japan coastal pink hatchery,1998,0,27.57,27245.05,768
Pink salmon Japan coastal pink wild,1998,0,29.88,28794.37,769
Pink salmon Kasaan (District102),1998,0,30.58,29196.11,773
Pink salmon Kelp By (District112),1998,0,29.59,28504.47,774
Pink salmon Klawock (District103),1998,0,30.61,29231.71,776
Pink salmon Kodiak Mainland District,1998,0,28.74,27984.18,778
Pink salmon Kodiak Westside District,1998,0,28.41,27739.28,779
Pink salmon Kuskokwim,1998,0,30.33,28962.18,780
Pink salmon Lisianski (District113),1998,0,28.32,27678.84,781
Pink salmon Lynn Cnl (District112),1998,0,31.76,29918.21,784
Pink salmon Lynn Cnl (District115),1998,0,28.81,27989.22,785
Pink salmon Moira (District102),1998,0,30.22,28878.96,788
Pink salmon Montague District,1998,0,31.08,29512.2,789
Pink salmon Moses Point and Norton Bay (Norton Sound),1998,0,28.73,27925.99,790
Pink salmon Nchichago (District114),1998,0,31.45,29743.48,791
Pink salmon Nome (Norton Sound),1998,0,29.46,28432.16,794
Pink salmon Northern/Unakwik District,1998,0,30.43,29045.55,796
Pink salmon Nushagak River,1998,0,31.69,29885.67,797
Pink salmon Okhotsk pink hatchery,1998,0,28.87,28021.38,798
Pink salmon Okhotsk pink wild,1998,0,30.23,29003.48,799
Pink salmon PWS Eastern District,1998,0,30.25,28993.04,800
Pink salmon PWS Northwestern District,1998,0,29.22,28293.53,801
Pink salmon PWS Southeastern District,1998,0,30.47,29093.3,802
Pink salmon PWS Southwest District,1998,0,31.06,29491.17,803
Pink salmon Port Chatham (Outer D),1998,0,29.84,28700.75,805
Pink salmon Port Dick (Outer D),1998,0,29.97,28795.21,806
Pink salmon Port Graham (Southern D),1998,0,30.18,28882.87,807
Pink salmon Portage B (District110),1998,0,29.01,28147.43,808
Pink salmon Portland (District 101),1998,0,28.24,27694.45,809
Pink salmon Portlock (District113),1998,0,30.59,29170.79,810
Pink salmon Primorye pink wild,1998,0,30.12,28881.55,811
Pink salmon Pybus/Ga (District110),1998,0,31.13,29510.32,813
Pink salmon Ratz Hbr (District106),1998,0,30.49,29134.79,815
Pink salmon Resurrection Bay (Eastern D),1998,0,30.74,29286.56,816
Pink salmon Rocky River (Outer D),1998,0,28.9,28043.4,817
Pink salmon SE Baran (District109),1998,0,28.87,28107.25,818
Pink salmon SWAdmir (District112),1998,0,28.36,27710.83,819
Pink salmon Saginw By (District109),1998,0,29.75,28643.02,820
Pink salmon Salisbury (District113),1998,0,29.57,28514.76,821
Pink salmon SeaOtter (District103),1998,0,30.89,29394.89,823
Pink salmon Seldovia Bay  (Southern D),1998,0,29.54,28475.45,825
Pink salmon Seymour (District111),1998,0,28.93,28063.72,827
Pink salmon Shaktoolik (Norton Sound),1998,0,31.71,29901.7,828
Pink salmon Shipley (District105),1998,0,29.17,28212.1,829
Pink salmon Sitka Sd (District113),1998,0,31.36,29653.36,830
Pink salmon Slocum (District113),1998,0,30.82,29300.72,835
Pink salmon South AK Peninsula w/o Chignik,1998,0,30.23,28888.94,838
Pink salmon Stephens (District111),1998,0,29.4,28343.51,840
Pink salmon Stikine (District108),1998,0,28.48,27786.73,841
Pink salmon Sunday and Browns Peak Creek (Kamishak D),1998,0,30.43,29083.58,844
Pink salmon Tebenkof (District109),1998,0,28.59,27849.82,846
Pink salmon Tenakee (District112),1998,0,31.54,29770.42,847
Pink salmon Totem By (District106),1998,0,30.49,29118.13,850
Pink salmon Tutka (Southern D),1998,0,29.12,28173.22,851
Pink salmon Unalakleet (Norton Sound),1998,0,27.8,27381.09,852
Pink salmon Union By (District107),1998,0,30.4,29123.69,853
Pink salmon Upper Cook Inlet,1998,0,30.37,28987.19,854
Pink salmon WAdmiral (District112),1998,0,29.87,28681.55,856
Pink salmon WBehm (District 101),1998,0,30.21,28882.02,857
Pink salmon Wcrawfish (District113),1998,0,30.17,28950.63,858
Pink salmon West Kamchatka pink hatchery,1998,0,30.2,28911.0,859
Pink salmon West Kamchatka pink wild,1998,0,29.94,28791.33,860
Pink salmon Whale By (District113),1998,0,31.79,29949.15,861
Pink salmon Whale Pe (District106),1998,0,31.48,29767.31,862
Pink salmon Windy Creek (Outer D),1998,0,30.7,29257.4,863
Pink shrimp Gulf of Mexico,1998,25115950,31.03,29438.9,865
Pointhead flounder North coast of Hokkaido,1998,0,29.93,28738.4,866
Pointhead flounder Sea of Japan,1998,10551910,28.83,28007.4,867
Pollock Faroe Plateau,1998,14516910,27.82,27381.8,868
Pollock Gulf of Maine / Georges Bank,1998,16250740,30.31,28944.67,869
Pollock ICES 3a-4-6,1998,12733330,28.95,28079.63,870
Pollock Iceland Grounds,1998,10384620,30.6,29168.84,871
Pollock North-East Arctic,1998,13272730,29.08,28218.06,872
Pollock Scotian Shelf and Bay of Fundy,1998,0,29.34,28298.46,873
Pollock St. Pierre Bank,1998,0,28.84,28002.36,874
Porbeagle shark Canadian Atlantic Ocean,1998,67250,31.69,29855.23,876
Porbeagle shark Northeast Atlantic,1998,0,29.6,28482.19,877
Quillback rockfish Pacific Coast of Canada (Inside),1998,0,28.35,27763.84,878
Quillback rockfish Pacific Coast of Canada (Outside),1998,0,29.73,28578.2,879
Red deepsea crab Northwestern Atlantic,1998,0,29.45,28389.9,880
Red grouper Gulf of Mexico,1998,5877550,30.6,29163.38,881
Red grouper South Atlantic,1998,4436730,29.62,28526.72,882
Red hake Gulf of Maine / Northern Georges Bank,1998,0,31.08,29513.56,884
Red hake Southern Georges Bank / Mid-Atlantic,1998,0,28.51,27794.86,885
Red king crab Bristol Bay,1998,32452110,30.87,29314.99,886
Red king crab Norton Sound,1998,7540360,31.69,29862.12,887
Red king crab Pribilof Islands,1998,13390660,28.66,27894.36,888
Red mullet Black Sea,1998,0,30.37,29058.21,891
Red pandora West Africa Subgroup 2,1998,0,31.21,29548.87,901
Red porgy Southern Atlantic coast,1998,1927280,30.14,28848.91,902
Red rock lobster New Zealand Area CRA1,1998,0,31.38,29697.36,903
Red rock lobster New Zealand Area CRA2,1998,0,30.43,29101.41,904
Red rock lobster New Zealand Area CRA3,1998,0,29.54,28537.15,905
Red rock lobster New Zealand Area CRA4,1998,0,31.48,29743.65,906
Red rock lobster New Zealand Area CRA5,1998,0,30.62,29214.28,907
Red rock lobster New Zealand Area CRA7,1998,0,29.97,28787.35,908
Red rock lobster New Zealand Area CRA8,1998,0,29.84,28663.22,909
Red seabream Azores Grounds,1998,0,28.84,28026.86,911
Red seabream East China Sea,1998,1170640,29.34,28361.48,912
Red seabream ICES 6-7-8,1998,0,30.57,29192.55,913
Red seabream ICES 9,1998,0,30.81,29300.1,914
Red seabream Inland Sea of Japan (East),1998,700820,28.04,27514.14,915
Red seabream Inland Sea of Japan (West),1998,2148820,30.34,29062.43,916
Red shrimp Northern Spain,1998,0,28.38,27735.06,919
Red snapper Gulf of Mexico,1998,1414060,32.03,30093.48,921
Red snapper Southern Atlantic coast,1998,486320,28.89,28065.0,922
Red squat lobster Central-Southern Chile,1998,12001790,28.95,28071.1,923
Red squat lobster Northern Chile,1998,13295380,29.12,28211.64,924
Redfish Eastern Australia,1998,3823180,28.71,27934.64,925
Redfish species Flemish Cap,1998,0,29.81,28614.68,926
Redfish species Gulf of St. Lawrence and Cabot Strait,1998,0,31.19,29577.98,927
Redfish species N and SW Grand Banks,1998,190,31.86,29973.13,928
Redfish species West Greenland,1998,0,32.28,30240.73,929
Rex sole Gulf of Alaska,1998,0,31.24,29562.33,930
Rex sole Pacific Coast,1998,0,28.75,27967.7,931
Rock crab Southern Gulf of St. Lawrence,1998,0,31.51,29788.14,933
Rock lobster South Australia Northern Zone,1998,0,29.59,28460.96,934
Rock lobster South Australia Southern Zone,1998,0,29.3,28293.03,935
Rock sole Gulf of Alaska,1998,27217130,31.84,29973.44,936
Rock sole Hecate Strait,1998,24027810,29.64,28508.14,937
Rock sole Queen Charlotte Sound,1998,7839130,31.83,29966.18,938
Rosette skate Mid-Atlantic Coast,1998,0,28.52,27829.45,939
Rougheye rockfish Bering Sea and Aleutian Islands,1998,3708530,28.63,27877.59,940
Rougheye rockfish Gulf of Alaska,1998,14026030,30.36,29049.82,941
Roughhead grenadier Northeast Atlantic,1998,0,28.87,28034.26,942
Roughscale sole North Pacific,1998,0,29.42,28395.16,943
Round herring Pacific Ocean,1998,0,31.35,29680.49,944
Round herring Tsushima Strait,1998,391610,28.5,27805.63,945
Round nose flounder Sea of Japan,1998,6997390,28.28,27685.07,946
Roundnose grenadier ICES 1-2-4-5a2-8-9-14ab2,1998,0,30.15,28935.54,947
Roundnose grenadier ICES 5b-6-7-12b,1998,1210,30.63,29145.1,948
Roundnose grenadier Kattegat and Skagerrak,1998,0,30.35,28975.41,949
Roundnose grenadier Mid-Atlantic Ridge,1998,0,30.46,29084.45,950
Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,1998,10560720,27.38,27135.21,951
Sablefish Pacific Coast,1998,13145450,28.93,28098.49,952
Sablefish Pacific Coast of Canada,1998,9862720,30.2,28900.89,953
Sailfin sandfish Sea of Japan North,1998,0,31.63,29844.02,954
Sailfin sandfish Sea of Japan West,1998,0,30.07,28840.72,955
Sailfish Eastern Atlantic,1998,450,29.26,28273.55,956
Sailfish Western Atlantic,1998,1080,28.88,28044.85,957
Sand eel Sandeel Area 1,1998,36068970,31.84,29974.52,958
Sand eel Sandeel Area 2,1998,35714290,30.64,29214.12,959
Sand eel Sandeel Area 3,1998,26821710,29.07,28168.68,960
Sand eel Sandeel Area 4,1998,2725490,30.07,28847.59,961
Sand eel Sandeel Area 5,1998,0,31.05,29462.82,962
Sand eel Sandeel Area 6,1998,0,28.76,27947.27,963
Sand eel Sandeel Area 7,1998,0,28.67,27937.54,964
Sand eel West of Scotland,1998,0,30.89,29367.31,965
Sandbar shark Atlantic,1998,5154320,29.83,28664.5,966
"Sardine Adriatic Sea (GSA 17,18)",1998,0,31.76,29928.74,968
Sardine Gulf of Lions,1998,0,30.67,29238.48,969
Sardine ICES 7,1998,0,29.27,28331.14,970
Sardine ICES 8c-9a,1998,8737910,29.24,28294.9,972
Sardine South Africa,1998,0,29.81,28600.08,973
Sardine South of Sicily,1998,7680,29.63,28548.57,974
Sardine West Africa Zone A+B,1998,0,29.65,28518.87,975
Sardine West Africa Zone C,1998,1602880,28.45,27796.52,976
Sardine Western half of Southeast Australia,1998,11716340,30.44,29063.6,977
Sardinella West Africa,1998,76090,29.3,28373.94,978
Scalloped hammerhead Atlantic,1998,0,28.85,28016.56,979
Scampi Bay of Plenty,1998,25894540,28.21,27616.73,980
Scampi Mernoo Bank,1998,37284890,30.64,29240.89,981
Scampi Wairarapa/Hawke Bay,1998,15671920,30.06,28858.25,982
School whiting Southeast Australia,1998,5797130,28.68,27915.95,983
Scup Northwestern Atlantic Coast,1998,754850,30.23,29002.56,984
Sea mullet Queensland and New South Wales,1998,0,30.42,29113.35,985
Sea scallop Bay of Fundy (SPA 1-6),1998,0,30.39,29043.5,986
Sea scallop Georges Bank,1998,408010,29.32,28388.9,987
Sea scallop Georges Bank and Mid-Atlantic Bight,1998,3689880,30.56,29211.61,988
Sea scallop North Brown Bank,1998,0,30.18,28844.11,989
Sea scallop Scallop Fishing Areas 16-20,1998,0,32.03,30084.55,990
Sea scallop Southern Gulf of St. Lawrence,1998,0,30.66,29257.41,991
Sea scallop St. Pierre Bank,1998,0,30.01,28783.79,992
Seabream West Africa Subgroup 1,1998,0,29.9,28746.65,995
Seabream West Africa Subgroup 2,1998,0,29.85,28711.36,996
Seabream West Africa Subgroup 3,1998,0,29.7,28693.77,997
Shako Ise and Mikawa Bay,1998,0,29.61,28473.78,999
Shallow water cape hake South Africa,1998,31695720,31.22,29583.85,1000
Sharpchin rockfish Pacific Coast,1998,0,28.89,28023.89,1001
Shortbelly rockfish Pacific Coast,1998,0,31.42,29713.92,1002
Shortfin mako Nothwest Pacific Ocean,1998,0,30.1,28860.43,1003
Shortraker rockfish Bering Sea and Aleutian Islands,1998,0,28.3,27667.36,1004
Shortraker rockfish Gulf of Alaska,1998,0,30.21,28930.08,1005
Shortspine thornyhead Gulf of Alaska,1998,0,29.74,28562.58,1006
Shortspine thornyhead Pacific Coast,1998,19629540,29.84,28679.06,1007
Sidestripe shrimp Shrimp Management Area 14,1998,0,32.09,30114.28,1008
Sidestripe shrimp Shrimp Management Area 16,1998,0,29.92,28758.65,1009
Sidestripe shrimp Shrimp Management Area FR,1998,0,28.41,27778.91,1010
Sidestripe shrimp Shrimp Management Area GTSE,1998,0,30.47,29132.78,1011
Sidestripe shrimp Shrimp Management Area PRD,1998,0,28.45,27760.83,1012
Sidestripe shrimp Shrimp Management Areas 18 and 19,1998,0,31.76,29916.83,1013
Silk snapper Caribbean,1998,0,30.0,28804.74,1014
Silver hake Gulf of Maine / Georges Bank,1998,0,30.66,29274.29,1015
Silver hake Scotian Shelf and Bay of Fundy,1998,14364410,30.71,29258.85,1016
Silver hake Southern Georges Bank / Mid-Atlantic,1998,0,30.62,29159.14,1017
Silverfish Southeast Australia,1998,19489030,30.21,28924.75,1018
Skipjack tuna Central Western Pacific Ocean,1998,1890,31.22,29594.69,1019
Skipjack tuna Eastern Atlantic,1998,1710,30.79,29311.64,1020
Skipjack tuna Eastern Pacific,1998,0,29.98,28782.22,1021
Skipjack tuna Indian Ocean,1998,1640,31.59,29764.12,1022
Skipjack tuna Western Atlantic,1998,12688610,29.37,28322.37,1023
Smalleyed ray Celtic Sea,1998,0,29.87,28639.38,1024
Smooth dogfish Atlantic,1998,0,31.56,29733.77,1026
Smooth hound Northeast Atlantic,1998,0,31.75,29907.68,1027
Smooth oreo Bounty Plateau,1998,19852120,28.38,27721.64,1028
Smooth oreo Chatham Rise,1998,13098010,29.87,28670.8,1029
Smooth oreo East Pukaki Rise,1998,3180,30.28,28910.62,1030
Smooth oreo Southland,1998,1630,30.47,29082.6,1031
Smooth oreo West end of Chatham Rise,1998,6562890,29.76,28640.7,1032
Smooth skate Gulf of Maine / Georges Bank-Southern New England,1998,0,32.06,30111.95,1033
Smooth skate NAFO Division 2J3K,1998,0,29.89,28753.67,1034
Smooth skate Southern Gulf of St. Lawrence,1998,0,29.05,28149.18,1035
Snapper Northern Spencer Gulf,1998,0,30.33,28980.39,1036
Snapper Southern Gulf St. Vincent,1998,0,30.2,28921.38,1037
Snapper Southern Spencer Gulf,1998,0,29.86,28669.6,1038
Snow crab Bering Sea,1998,72425640,31.19,29561.46,1039
Snow crab Division 2HJ,1998,0,28.94,28063.69,1040
Snow crab Division 3K,1998,0,29.27,28305.38,1041
Snow crab Division 3LNO,1998,0,30.38,29055.47,1042
Snow crab Division 4R3Pn,1998,0,28.6,27860.09,1043
Snow crab Hokkaido,1998,0,28.46,27808.51,1044
Snow crab North Pacific,1998,7601210,30.19,28868.47,1045
Snow crab Northern Gulf of St. Lawrence,1998,0,29.26,28278.42,1046
Snow crab Okhotsk Sea,1998,0,31.32,29661.07,1047
Snow crab Sea of Japan East,1998,13663030,29.48,28459.55,1048
Snow crab Southern Gulf of St. Lawrence,1998,0,28.59,27841.2,1050
Snow crab St. Pierre Bank,1998,0,30.26,28956.97,1051
Snowy grouper Southern Atlantic coast,1998,2189610,29.97,28778.28,1052
Sockeye salmon Adams,1998,0,31.57,29796.49,1053
Sockeye salmon Akalura Lake,1998,0,28.75,27988.41,1054
Sockeye salmon Akwe River,1998,0,28.47,27795.56,1055
Sockeye salmon Anadyr sockeye wild,1998,0,30.13,28833.78,1056
Sockeye salmon Area 1,1998,0,30.48,29054.09,1057
Sockeye salmon Area 12,1998,0,31.28,29629.04,1058
Sockeye salmon Area 13,1998,0,30.42,29098.72,1059
Sockeye salmon Area 16,1998,0,30.15,28840.32,1060
Sockeye salmon Area 28,1998,0,29.34,28342.31,1061
Sockeye salmon Area 2E,1998,0,29.66,28556.33,1062
Sockeye salmon Area 2W,1998,0,31.0,29404.02,1063
Sockeye salmon Area 5,1998,0,29.68,28546.57,1064
Sockeye salmon Area 6,1998,0,30.15,28897.82,1065
Sockeye salmon Area 7,1998,0,28.9,28107.68,1066
Sockeye salmon Area 8,1998,0,29.96,28769.37,1067
Sockeye salmon Atnarko (Area 8),1998,0,29.71,28578.15,1068
Sockeye salmon Barkley Sound,1998,0,30.47,29081.52,1069
Sockeye salmon Bear River,1998,0,29.16,28264.45,1070
Sockeye salmon Birkenhead,1998,0,28.16,27579.1,1071
Sockeye salmon Black Lake,1998,0,27.41,27155.45,1072
Sockeye salmon Bowron,1998,0,30.17,28885.41,1073
Sockeye salmon Branch,1998,0,28.35,27746.26,1074
Sockeye salmon Buskin Lake,1998,0,28.51,27805.45,1075
Sockeye salmon Chignik Lake,1998,0,30.42,29095.1,1076
Sockeye salmon Chilkat Lake,1998,0,31.34,29654.78,1077
Sockeye salmon Chilko,1998,0,29.9,28709.99,1078
Sockeye salmon Chilkoot Lake,1998,0,28.48,27794.86,1080
Sockeye salmon Columbia R,1998,0,29.02,28129.53,1081
Sockeye salmon Cultus,1998,0,29.46,28406.86,1082
Sockeye salmon Early Upper Station,1998,0,28.72,27924.47,1083
Sockeye salmon East Kamchatka sockeye wild,1998,0,26.82,26778.25,1084
Sockeye salmon East-Alsek-Doame River,1998,0,32.52,30391.5,1085
Sockeye salmon Egegik,1998,0,29.86,28672.49,1086
Sockeye salmon Gates,1998,0,29.38,28336.74,1087
Sockeye salmon Gates Channel,1998,0,30.86,29384.99,1088
Sockeye salmon Horsefly,1998,0,29.01,28155.07,1089
Sockeye salmon Igushik River,1998,0,28.48,27788.89,1090
Sockeye salmon Ilnik River,1998,0,30.12,28800.41,1091
Sockeye salmon Italo River,1998,0,30.9,29395.65,1092
Sockeye salmon Japan High Seas catch sockeye hatchery,1998,0,31.21,29597.54,1093
Sockeye salmon Japan High Seas catch sockeye wild,1998,0,30.67,29173.27,1094
Sockeye salmon Karluk Lake,1998,0,29.47,28446.3,1095
Sockeye salmon Kitlope,1998,0,28.58,27836.59,1097
Sockeye salmon Klukshu River,1998,0,30.19,28956.88,1098
Sockeye salmon Kuskokwim,1998,0,31.39,29646.35,1099
Sockeye salmon Kvichak,1998,0,30.98,29465.53,1100
Sockeye salmon Lake Washington,1998,0,31.06,29501.85,1101
Sockeye salmon Late Stuart,1998,0,29.62,28643.1,1102
Sockeye salmon Late Upper Station,1998,0,29.46,28434.98,1103
Sockeye salmon Little River,1998,0,29.43,28406.66,1104
Sockeye salmon Long Lake,1998,0,30.22,28950.26,1105
Sockeye salmon Lost River,1998,0,30.04,28872.55,1106
Sockeye salmon Malina Lake,1998,0,29.49,28428.47,1107
Sockeye salmon McDonald,1998,0,27.76,27355.53,1108
Sockeye salmon Mitchell,1998,0,29.1,28241.88,1109
Sockeye salmon Nadina,1998,0,29.3,28328.38,1110
Sockeye salmon Nadina Channel,1998,0,30.51,29085.75,1111
Sockeye salmon Naknek,1998,0,29.83,28676.82,1112
Sockeye salmon Nass,1998,0,30.03,28797.3,1113
Sockeye salmon Nelson River,1998,0,30.61,29218.07,1114
Sockeye salmon Nushagak,1998,0,31.01,29485.19,1115
Sockeye salmon Okhotsk sockeye hatchery,1998,0,29.94,28716.14,1117
Sockeye salmon Okhotsk sockeye wild,1998,0,29.96,28718.57,1118
Sockeye salmon Orzinski Lake,1998,0,31.65,29848.12,1119
Sockeye salmon Owikeno Lake,1998,0,30.32,28982.55,1120
Sockeye salmon Pasagshak River,1998,0,28.81,27980.5,1121
Sockeye salmon Pauls Bay Drainage,1998,0,29.88,28756.23,1122
Sockeye salmon Pitt,1998,0,30.29,28995.61,1123
Sockeye salmon Portage,1998,0,31.06,29517.17,1124
Sockeye salmon Quinault,1998,0,28.91,28060.01,1125
Sockeye salmon Raft,1998,0,29.94,28720.78,1126
Sockeye salmon Redoubt Lake,1998,0,31.17,29580.94,1127
Sockeye salmon Saltery Lake,1998,0,27.66,27311.88,1128
Sockeye salmon Sandy River,1998,0,32.03,30101.02,1129
Sockeye salmon Seymour,1998,0,30.93,29434.35,1130
Sockeye salmon Situk River,1998,0,28.73,27965.8,1131
Sockeye salmon Skeena,1998,0,31.48,29750.56,1132
Sockeye salmon Skidegate,1998,0,29.2,28273.72,1133
Sockeye salmon Speel Lake,1998,0,30.78,29308.99,1134
Sockeye salmon Stellako,1998,0,31.51,29784.77,1135
Sockeye salmon Stikine (District108),1998,0,30.34,29011.25,1136
Sockeye salmon Tahltan,1998,0,28.78,27982.11,1137
Sockeye salmon Taku River,1998,0,28.8,27980.43,1138
Sockeye salmon Togiak,1998,0,31.25,29542.75,1139
Sockeye salmon Uganik Lake,1998,0,31.63,29832.31,1140
Sockeye salmon Ugashik,1998,0,29.8,28621.21,1141
Sockeye salmon Upper Cook Inlet,1998,0,30.52,29116.5,1142
Sockeye salmon Weaver,1998,0,30.06,28771.01,1143
Sockeye salmon Weaver Channel,1998,0,29.72,28566.66,1144
Sockeye salmon West Kamchatka sockeye hatchery,1998,0,31.02,29419.94,1145
Sockeye salmon West Kamchatka sockeye wild,1998,0,30.33,28958.91,1146
Sockeye salmon Wood,1998,0,30.62,29172.64,1147
Sockeye salmon Yakoun,1998,0,30.81,29302.76,1148
Sockeye salmon cayenne,1998,0,30.51,29134.53,1149
Sockeye salmon chilliwack,1998,0,31.63,29808.08,1150
Sockeye salmon fennell,1998,0,30.07,28831.59,1151
Sockeye salmon harrison,1998,0,29.44,28444.66,1152
Sockeye salmon nahatlatch,1998,0,31.07,29482.27,1153
Sockeye salmon scotch,1998,0,29.3,28326.45,1154
Sockeye salmon shuswap,1998,0,28.72,27962.42,1155
Sockeye salmon taseko,1998,0,29.88,28735.96,1156
Softshell clam  Quebec Coastal Waters,1998,0,29.5,28453.05,1157
Sole West Africa Subgroup 1,1998,0,30.44,29073.22,1158
Sole West Africa Subgroup 3,1998,0,29.83,28718.32,1159
South African abalone South Africa,1998,11663070,29.99,28793.51,1160
South Pacific hake Central-Southern Chile,1998,25916930,29.04,28111.61,1161
Southern blue whiting Campbell Island Rise,1998,14855090,29.27,28388.03,1162
Southern blue whiting Central-Southern Chile,1998,40098030,31.11,29532.16,1163
Southern blue whiting Southern Argentina,1998,15621560,29.02,28130.62,1164
Southern bluefin tuna Southern Oceans,1998,3770,29.77,28608.78,1165
Southern hake Central-Southern Chile,1998,9048720,30.48,29111.87,1166
Southern hake Chatham Rise,1998,21165610,28.69,27923.34,1167
Southern hake Sub-Antarctic,1998,18972310,31.15,29533.85,1168
Southern hake West Coast South Island,1998,14947040,30.03,28809.83,1169
Southern pink shrimp West Africa,1998,0,30.14,28821.52,1170
Southern spiny lobster South Africa South coast,1998,8221020,28.93,28050.14,1172
Spanish mackerel Gulf of Mexico,1998,804720,29.34,28316.3,1173
Spanish mackerel Southern Atlantic coast,1998,8848740,30.32,28995.48,1174
Spear squid Pacific Ocean,1998,0,29.41,28333.33,1175
Spear squid Tsushima warm current,1998,0,28.57,27851.05,1176
Spiny dogfish Atlantic Coast,1998,5744310,30.68,29280.72,1177
Spiny dogfish Black Sea,1998,0,31.25,29621.34,1178
"Spiny dogfish Scotian Shelf, Bay of Fundy and Georges Bank",1998,2138890,31.29,29654.99,1179
Splitnose rockfish Pacific Coast,1998,11917480,28.99,28117.85,1180
Spotted mackerel East China Sea,1998,14819950,31.15,29484.75,1184
Spotted mackerel Pacific Coast of Japan,1998,5445790,28.8,28013.4,1185
Spotted ray ICES 3a-4-7d,1998,0,31.04,29485.31,1187
Spotted ray ICES 7aefgh,1998,0,27.73,27328.6,1189
Spotted spiny dogfish Pacific Coast,1998,1450540,29.54,28418.35,1191
Sprat Baltic Areas 22-32,1998,24912280,28.31,27736.06,1192
Sprat Black Sea,1998,0,28.76,27955.61,1193
Sprat ICES 6-7abcfghijk,1998,0,28.12,27580.03,1194
Sprat ICES 7de,1998,0,29.47,28478.28,1195
Sprat Kattegat and Skagerrak,1998,0,28.62,27898.21,1196
Sprat North Sea,1998,15140850,28.4,27756.52,1197
Spurdog Northeast Atlantic,1998,289250,30.14,28869.28,1198
Starry flounder Northern Pacific Coast,1998,20880830,29.76,28669.31,1199
Starry flounder Southern Pacific Coast,1998,170,30.69,29213.67,1200
Starry ray ICES 2-3a-4,1998,0,31.68,29862.25,1201
Striped bass Gulf of Maine / Cape Hatteras,1998,8275770,29.91,28669.1,1202
Striped marlin Indian Ocean,1998,6570,27.72,27319.31,1203
Striped marlin Northeast Pacific,1998,1680,29.69,28606.61,1204
Striped marlin Western Pacific Ocean,1998,1430,30.77,29317.81,1205
Striped marlin Western and Central North Pacific,1998,4423380,29.13,28224.37,1206
Striped red mullet ICES 6-7abcefghijk-8-9a,1998,0,30.46,29067.48,1208
Summer flounder Mid-Atlantic Coast,1998,4118990,28.94,28071.18,1209
Swordfish Eastern Pacific,1998,1220,28.28,27668.98,1213
Swordfish Indian Ocean,1998,1990,28.62,27878.24,1214
