country,year,biomass_relative_to,SST,Trawling_Hours
Deep water rose shrimp Geographical Sub-Areas 9-11,2006,0,28.81,28847.72
Deep water rose shrimp Northern Alboran Sea,2006,0,28.6,28731.87
Deep water rose shrimp Northern Spain,2006,0,28.88,28883.87
Deep water rose shrimp West Africa,2006,0,29.09,29046.28
Deepwater cardinalfish Chile,2006,0,31.12,30356.14
Deepwater flathead Southeast Australia,2006,909.537,28.84,28857.39
Deepwater redfish NAFO Divisions 2J3K-3LNO,2006,0,28.74,28808.27
Deepwater redfish North-East Arctic,2006,0,29.01,28990.06
Deepwater redfish Units 1 and 2,2006,0,28.84,28873.97
Dover sole Gulf of Alaska,2006,2.236.213,31.35,30542.6
Dover sole Pacific Coast,2006,3.365.443,29.09,29037.7
Dredge oyster Foveax Strait,2006,0.59,29.75,29517.25
Dusky rockfish Gulf of Alaska,2006,177.453,29.71,29438.93
Dusky shark Gulf of Mexico and Atlantic,2006,0,28.76,28807.54
English sole Pacific Coast,2006,6.466.442,30.23,29830.51
Eulachon Pacific Coast of Canada Central Coast Designatable Unit,2006,0,30.68,30088.34
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,2006,0,29.03,28995.51
Eulachon Pacific Coast of Canada Nass / Skeena Designatable Unit,2006,0,30.75,30169.39
European flounder ICES 3a-4,2006,0,30.78,30142.52
European flounder Subdivisions 22-23,2006,0,30.57,29972.6
European flounder Subdivisions 24-25,2006,0,29.86,29563.4
European flounder Subdivisions 26-28,2006,0,31.59,30698.46
European flounder Subdivisions 27 and 29-32,2006,0,29.91,29538.59
European pilchard Aegean Sea,2006,0,28.78,28901.71
European pilchard Eastern Ionian Sea,2006,0,31.48,30564.91
European pilchard Ligurian and North Tyrrhenian Sea,2006,0,29.85,29537.95
European pilchard Northern Alboran Sea,2006,0,31.6,30684.51
European pilchard Northern Spain,2006,0,28.14,28459.75
European plaice Celtic Sea,2006,221,28.97,29001.9
European plaice Eastern English Channel,2006,511.113,30.35,29905.53
European plaice ICES 7bc,2006,0,29.91,29618.09
European plaice ICES 7h-k,2006,0,28.11,28457.35
European plaice ICES 8-9a,2006,0,30.48,29998.61
European plaice Irish Sea,2006,919.938,28.9,28932.84
European plaice North Sea,2006,503.012,28.14,28446.83
European plaice Subdivisions 21-23,2006,908.108,30.19,29713.75
European plaice Subdivisions 24-32,2006,0,30.89,30214.57
European plaice Western English Channel,2006,1.266.667,31.03,30350.44
European pollack ICES 3a-4,2006,0,29.45,29257.29
European pollack ICES 8-9a,2006,0,31.41,30566.59
European seabass Gulf of Lions,2006,0,30.09,29756.33
European seabass ICES 4a-7b-j,2006,0,29.86,29532.67
European seabass ICES 4bc-7,2006,1.730.412,30.61,30059.31
European seabass ICES 8ab,2006,0,30.16,29722.36
European seabass ICES 8c-9a,2006,0,29.43,29297.04
False scad West Africa,2006,0,31.23,30442.33
Flame snapper Okinawa Islands,2006,0,32.0,30935.34
Flathead flounder Sea of Japan,2006,0,30.04,29656.44
Flathead sole Bering Sea and Aleutian Islands,2006,2.183.992,30.51,30041.46
Flathead sole Gulf of Alaska,2006,2.359.105,30.19,29684.09
Fourspotted megrim ICES 8c-9a,2006,1.013.043,30.34,29846.92
Gag Gulf of Mexico,2006,135.351,28.58,28700.98
Gag Southern Atlantic coast,2006,704.264,29.99,29613.71
Giant Pacific octopus Bering Sea and Aleutian Islands,2006,0,29.75,29402.84
Giant Pacific octopus Gulf of Alaska,2006,0,28.96,28996.22
Giant red shrimp Geographical Sub-Areas 12-16,2006,0,31.25,30437.87
Giant red shrimp Ligurian and North Tyrrhenian Sea,2006,0,28.93,28935.51
Giant red shrimp Sardinia,2006,0,30.16,29759.88
Giant red shrimp South Tyrrhenian Sea,2006,0,30.56,30021.66
Giant stargazer NZ Area STA7,2006,1.48,29.24,29203.39
Golden redfish ICES 5-6-12-14,2006,872.727,29.85,29521.66
Golden redfish North-East Arctic,2006,0,29.99,29715.82
Goliath grouper Southern Atlantic coast and Gulf of Mexico,2006,0,30.43,29945.08
Gray triggerfish Gulf of Mexico,2006,633.333,29.24,29148.68
Greater amberjack Gulf of Mexico,2006,274.497,29.59,29378.76
Greater amberjack Southern Atlantic coast,2006,1.097.938,29.96,29687.71
Greater forkbeard Northeast Atlantic,2006,0,31.65,30707.36
Greater silver smelt ICES 1-2-3a-4,2006,0,28.75,28869.24
Greater silver smelt ICES 5a-14,2006,0,28.98,28990.55
Greater silver smelt ICES 5b-4a,2006,0,30.65,30090.84
Greater silver smelt ICES 6b-7-8-9-10-12,2006,0,30.36,29892.48
Green sea urchin Gulf of St. Lawrence,2006,0,29.93,29579.68
Greenland halibut Bering Sea and Aleutian Islands,2006,777.287,28.91,28914.78
Greenland halibut Gulf of St. Lawrence,2006,0,29.65,29339.46
Greenland halibut ICES 5-6-12-14,2006,522,30.84,30190.41
Greenland halibut Labrador Shelf - Grand Banks,2006,0,28.97,28945.01
Greenland halibut NAFO divisions 01ABCDEF,2006,0,28.56,28701.18
Greenland halibut North-East Arctic,2006,0,29.13,29050.16
Greenspotted rockfish Northern Pacific Coast,2006,91.791,31.14,30417.19
Greenspotted rockfish Southern Pacific Coast,2006,1.377.778,28.65,28753.21
Greenstriped rockfish Pacific Coast,2006,2.511.035,30.79,30063.19
Grey grunt West Africa Subgroup 1,2006,0,31.89,30847.1
Grey grunt West Africa Subgroup 3,2006,0,30.08,29724.61
Grey gurnard ICES 3a-4-7d,2006,0,31.1,30352.8
Grooved tiger prawn Northern Australia,2006,1.149.662,30.61,30037.58
Gulf menhaden Gulf of Mexico,2006,1.184.525,29.57,29375.4
Haddock Faroe Plateau,2006,2.175.721,29.74,29395.98
Haddock Georges Bank,2006,1.551.247,31.09,30370.76
Haddock Grand Banks,2006,0,32.12,31007.83
Haddock Gulf of Maine,2006,1.778.066,30.6,30060.39
Haddock ICES 3a-4-6a,2006,1.212.121,29.51,29274.03
Haddock ICES 7b-k,2006,2.35,31.26,30437.66
Haddock Iceland Grounds,2006,3.177.778,30.86,30245.95
Haddock Irish Sea,2006,127.038,31.01,30322.64
Haddock North-East Arctic,2006,2.2125,31.27,30486.24
Haddock Rockall Bank,2006,1.205.882,29.61,29325.99
"Haddock Western Scotian Shelf, Bay of Fundy and Gulf of Maine",2006,451.923,30.36,29830.08
"Hake Aegean Sea and Crete Island (GSA 22,23)",2006,0,30.48,29972.4
Hake Eastern Ionian Sea,2006,0,29.72,29465.49
Hake Geographical Sub-Areas 1-7,2006,0,29.34,29194.6
Hake Geographical Sub-Areas 9-11,2006,0,30.24,29849.75
Hake Gulf of Lions,2006,0,32.25,31095.89
Hake ICES 3a-4-6-7-8abd,2006,746.667,31.14,30430.76
Hake ICES 8c-9a,2006,963.964,31.41,30578.02
"Hake Malta Island and South of Sicily (GSA 15, 16)",2006,0,31.66,30700.12
Hake Western Ionian Sea,2006,0,29.44,29253.88
Herring Gulf of Riga East of Gotland,2006,1.178.333,30.71,30125.62
Herring ICES 1-2-4a-5-14a (Norwegian Spring Spawners),2006,1.062,30.64,30102.28
Herring ICES 22-24-3a,2006,886.667,29.37,29223.04
Herring ICES 3a-4-7d,2006,1.357.143,29.43,29269.21
Herring ICES 5a-7bc,2006,1.017.073,32.82,31432.71
Herring ICES 7a-g-h-j,2006,1.340.984,30.36,29907.6
Herring Iceland (Summer spawners),2006,2.249.084,30.42,29937.21
Herring Irish Sea,2006,972.023,29.48,29323.75
Herring Newfoundland East and South Coast,2006,0,29.21,29122.52
Herring Northwestern Atlantic Coast,2006,1.356.281,31.72,30766.15
Herring Quebec North Shore,2006,0,28.82,28885.32
Herring Scotian Shelf and Bay of Fundy,2006,0,31.23,30446.95
Herring Southern Gulf of St. Lawrence (Fall spawners),2006,0,30.51,30017.56
Herring Southern Gulf of St. Lawrence (Spring spawners),2006,0,31.98,30929.77
Herring Subdivisions 25-29 and 32,2006,993.333,29.12,29067.66
Herring Subdivisions 30-31,2006,1.243.026,29.81,29526.8
Herring West of Scotland,2006,1.506.667,31.83,30814.04
Hoki Eastern New Zealand,2006,64.715,29.04,29012.0
Hoki Western New Zealand,2006,458.921,29.8,29494.14
Horse mackerel ICES 2a-4a-5b-6a-7-8,2006,1.788.088,30.23,29769.37
Horse mackerel ICES 3a-4bc-7d,2006,0,30.42,29876.61
Horse mackerel Portugese Waters -East,2006,1.972.376,30.27,29808.77
Horse mackerel West Africa,2006,0,31.37,30563.12
Horsehead tilefish East China Sea,2006,0,30.78,30176.51
Indo Pacific blue marlin Indian Ocean,2006,1.1,31.59,30687.91
Jackass morwong Eastern half of Southeast Australia,2006,861.688,30.23,29817.35
Jackass morwong Western half of Southeast Australia,2006,1.010.095,29.85,29520.27
Japanese Spanish mackerel East China Sea,2006,0,30.03,29649.97
Japanese Spanish mackerel Inland Sea of Japan,2006,96.367,30.13,29762.52
Japanese amberjack Japan,2006,20.024,29.94,29642.38
Japanese anchovy Inland Sea of Japan,2006,1.141.187,30.84,30197.0
Japanese anchovy Pacific Coast of Japan,2006,1.848.294,30.99,30311.64
Japanese anchovy Tsushima Strait,2006,254.918,31.66,30718.24
Japanese flounder East China Sea,2006,355.742,30.61,30078.0
Japanese flounder Inland Sea of Japan,2006,533.563,29.62,29365.43
Japanese flounder Pacific Ocean,2006,783.133,29.36,29187.55
Japanese flounder Sea of Japan North,2006,277.597,30.7,30146.41
Japanese flying squid Japan Autumn recruitment,2006,1.911.896,28.93,28934.88
Japanese flying squid Japan Winter recruitment,2006,1.321.331,29.83,29482.65
Japanese jack mackerel Pacific Coast of Japan,2006,301.887,30.38,29878.04
Japanese jack mackerel Tsushima Strait,2006,83.888,28.92,28920.1
Japanese pufferfish Ise and Mikawa Bay,2006,178.175,31.65,30712.05
Japanese pufferfish Sea of Japan and East China Sea and Seto Inland sea,2006,653.986,30.69,30114.43
Japanese sardine Pacific Coast of Japan,2006,171.173,29.77,29499.92
Japanese sardine Tsushima Strait,2006,9.258,29.66,29408.51
Japanese snapper Okinawa Islands,2006,0,31.69,30718.97
Kamchatka flounder Bering Sea and Aleutian Islands,2006,1.247.845,30.81,30211.33
Kelp greenling Oregon Coast,2006,2.178.841,29.79,29484.63
Kichiji rockfish North Pacific,2006,817.894,29.55,29354.01
Kichiji rockfish Okhotsk Sea,2006,0,30.63,30018.16
Kichiji rockfish Southwestern coast of Hokkaido,2006,0,29.91,29552.47
King mackerel Gulf of Mexico,2006,2.034.058,28.8,28845.15
King mackerel Southern Atlantic coast,2006,2.455.934,30.02,29631.83
Kingklip South Africa,2006,0,30.82,30204.92
Kitefin shark Northeast Atlantic,2006,0,29.51,29333.75
Large eye dentex West Africa Subgroup 3,2006,0,32.68,31341.06
Largehead hairtail Sea of Japan and East China Sea,2006,0,30.94,30278.02
Lavender jobfish Okinawa Islands,2006,0,28.98,28952.23
Leafscale gulper shark Northeast Atlantic,2006,0,29.86,29561.96
Lemon sole ICES 3a-4-7d,2006,0,28.24,28511.85
Lesser spotted dogfish ICES 3a-4-7d,2006,0,30.23,29830.54
Lesser spotted dogfish ICES 6-7abcefghij,2006,0,30.26,29804.72
Lesser spotted dogfish ICES 8abd,2006,0,27.98,28340.82
Lesser spotted dogfish ICES 8c-9a,2006,0,31.17,30444.35
Ling Faroe Grounds,2006,0,30.83,30170.68
Ling Iceland Grounds,2006,1.792.548,30.23,29784.67
Ling New Zealand Areas LIN 3 and 4,2006,1.373.236,28.78,28837.55
Ling New Zealand Areas LIN 5 and 6,2006,2.058.196,29.78,29508.56
Ling New Zealand Areas LIN 6b,2006,2.186.391,30.12,29754.86
Ling New Zealand Areas LIN 72,2006,1.358.429,30.35,29801.44
Ling New Zealand Areas LIN 7WC-WCSI,2006,1.789.479,29.22,29153.7
Ling North-East Arctic,2006,0,31.75,30770.52
Ling Northeast Atlantic,2006,0,30.47,30025.09
Ling Southeast Australia,2006,661.758,30.57,29989.43
Ling Western half of Southeast Australia,2006,1.216.854,31.18,30393.97
Lingcod Northern Pacific Coast,2006,01.08,30.27,29854.04
Lingcod Southern Pacific Coast,2006,2.083.333,30.5,29992.8
Lingcod Strait of Georgia,2006,390.134,31.6,30671.33
Little skate Gulf of Maine / Cape Hatteras,2006,0,28.17,28456.11
Longfin codling Pacific Ocean,2006,0,30.09,29686.21
Longfin inshore squid Atlantic Coast,2006,3.348.662,31.24,30491.43
Longnose skate Hecate Strait,2006,0,31.38,30530.17
Longnose skate Pacific Coast,2006,1.770.754,31.11,30318.88
Longnose skate Queen Charlotte Sound,2006,0,28.76,28849.82
Longnose skate Strait of Georgia,2006,0,31.16,30395.98
Longnose skate West Coast of Vancouver Island,2006,0,30.98,30259.26
Longspine thornyhead Pacific Coast,2006,1.418.168,30.17,29821.0
Mackerel ICES Northeast Atlantic,2006,848.249,29.18,29060.74
Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),2006,0,31.19,30423.95
Mediterranean horse mackerel Black Sea,2006,0,29.06,28991.58
Megrim ICES 7-8abd,2006,892.344,28.6,28766.55
Megrim ICES 8c-9a,2006,827.551,30.97,30260.74
Megrim spp ICES 4a-6a,2006,898,30.61,30049.68
Megrim spp Rockall Bank,2006,0,30.22,29825.13
Monkfish Gulf of Maine / Northern Georges Bank,2006,848.635,30.23,29768.22
Monkfish NAFO Divisions 3LNOPs,2006,0,31.56,30653.1
Monkfish Southern Georges Bank / Mid-Atlantic,2006,1.744.178,31.33,30526.66
Mutton snapper Southern Atlantic coast and Gulf of Mexico,2006,1.009.957,31.75,30797.66
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,2006,496.411,29.09,29038.28
New Zealand snapper New Zealand SNA 1 east Northland,2006,59.503,28.85,28915.91
New Zealand snapper New Zealand SNA 7,2006,183.907,29.48,29298.68
Northern rock sole Eastern Bering Sea and Aleutian Islands,2006,2.050.584,29.59,29328.55
Northern rock sole Gulf of Alaska,2006,2.933.702,30.98,30251.01
Northern rockfish Bering Sea and Aleutian Islands,2006,2.136.625,30.4,29934.09
Northern rockfish Gulf of Alaska,2006,2.172.759,30.85,30199.16
Northern shrimp Eastern Scotian Shelf (SFA 13-15),2006,0,28.97,28951.23
Northern shrimp Gulf of Maine,2006,0,28.94,28914.82
Northern shrimp Gulf of St. Lawrence,2006,0,29.06,29008.37
Northern shrimp ICES 3a(west)-4a(east),2006,1.727.273,30.76,30123.84
Northern shrimp North-East Arctic,2006,02.01,30.45,29954.05
Northern shrimp Northern North Sea,2006,0,31.54,30629.35
Northern shrimp Shrimp Fishing Area 4,2006,0,29.56,29362.36
Northern shrimp Shrimp Fishing Area 5,2006,0,30.1,29701.76
Northern shrimp Shrimp Fishing Area 6,2006,0,31.79,30814.27
Northern shrimp Shrimp Fishing Areas 2-3,2006,0,29.82,29509.98
"Norway lobster Adriatic Sea (GSA 17,18)",2006,925.256,29.89,29646.28
Norway lobster Aran Grounds (FU 17),2006,1.161.111,31.58,30686.42
Norway lobster Balearic Island,2006,0,29.08,29000.83
Norway lobster Botney Cut - Silver Pit (FU 5),2006,0,30.26,29801.14
Norway lobster Cantabrian Sea (FU 31),2006,0,30.79,30135.2
Norway lobster Devils Hole (FU 34),2006,0,29.4,29199.99
Norway lobster Farn Deeps (FU 6),2006,0,29.85,29562.94
Norway lobster Firth of Clyde and Sound of Jura (FU 13),2006,0,28.28,28549.17
Norway lobster Firth of Forth (FU 8),2006,0,30.53,30034.15
Norway lobster Fladen Ground (FU 7),2006,1.754.513,30.1,29702.57
Norway lobster Gulf of Cadiz (FU 30),2006,0,30.45,29918.81
Norway lobster ICES 7,2006,0,28.93,28931.85
Norway lobster ICES 8ab,2006,0,28.95,28984.86
Norway lobster Irish Sea East (FU 14),2006,0,31.72,30777.02
Norway lobster Irish Sea West (FU 15),2006,0,29.47,29287.11
"Norway lobster Labadie, Jones and Cockburn (FU 20-21)",2006,0,29.01,28973.29
Norway lobster Ligurian and North Tyrrhenian Sea,2006,0,30.97,30223.91
"Norway lobster Malta Island and South of Sicily (GSA 15, 16)",2006,0,31.56,30655.08
Norway lobster Moray Firth (FU 9),2006,0,30.65,30074.76
Norway lobster North Galicia (FU 25),2006,0,30.2,29817.38
Norway lobster North Minch (FU 11),2006,0,30.11,29668.06
Norway lobster Northern Alboran Sea,2006,0,30.02,29712.1
Norway lobster Northern Spain,2006,0,30.36,29887.96
Norway lobster Norwegian Deeps (FU 32),2006,0,30.19,29809.5
Norway lobster Noup (FU 10),2006,0,28.44,28610.37
Norway lobster Off Horn Reef (FU 33),2006,0,30.62,30053.09
Norway lobster Porcupine Bank (FU 16),2006,0,29.7,29486.55
Norway lobster Sardinia,2006,0,27.71,28195.11
Norway lobster Skagerak Kattegat (FU 3-4),2006,0,28.49,28666.47
Norway lobster Smalls (FU 22),2006,0,30.02,29701.23
Norway lobster South East and West of IRL (FU 19),2006,0,28.64,28767.89
Norway lobster South Minch (FU 12),2006,0,28.53,28671.93
Norway lobster South-West and South Portugal (FU 28-29),2006,0,30.12,29669.28
Norway lobster West Galicia and North Portugal (FU 26-27),2006,0,29.83,29545.78
Norway lobster West of Scotland,2006,0,31.1,30389.56
Norway pout ICES 3a-4,2006,824.615,31.03,30326.83
Norway pout West of Scotland,2006,0,30.45,29915.45
Nylon shrimp Central-Southern Chile,2006,2.061.518,29.84,29517.16
Nylon shrimp Northern Chile,2006,1.424.042,29.75,29537.83
Ocean pout Northwestern Atlantic Coast,2006,0,29.98,29662.35
Ocean quahog Atlantic Coast,2006,1.861.272,31.94,30894.0
Ocean shrimp Shrimp Management Area 14,2006,0,28.56,28694.31
Ocean shrimp Shrimp Management Area 16,2006,0,30.05,29639.51
Ocean shrimp Shrimp Management Area FR,2006,0,30.6,30014.15
Ocean shrimp Shrimp Management Area GTSE,2006,0,30.28,29902.57
Ocean shrimp Shrimp Management Area PRD,2006,0,30.16,29804.52
Ocean shrimp Shrimp Management Areas 18 and 19,2006,0,29.41,29257.54
Octopus West Africa,2006,0,31.8,30829.97
Orange roughy Cascade Plateau,2006,0,30.36,29891.55
Orange roughy Chile,2006,172.956,29.18,29103.05
Orange roughy East and South Chatham Rise,2006,702.679,30.52,29988.31
Orange roughy New Zealand Challenger Plateau,2006,720.779,30.62,30058.21
Orange roughy New Zealand Mid East Coast,2006,318.797,30.96,30280.54
Orange roughy Northeast Atlantic,2006,0,29.74,29545.33
Orange roughy Northwest Chatham Rise,2006,558.442,29.78,29506.83
Orange roughy Southeast Australia,2006,256.328,30.86,30223.62
Pacific bluefin tuna Pacific Ocean,2006,495,28.62,28753.97
Pacific chub mackerel Pacific Coast,2006,328.547,29.31,29207.11
Pacific cod Aleutian Islands,2006,0,28.03,28381.59
Pacific cod Bering Sea,2006,815.603,29.27,29142.48
Pacific cod Gulf of Alaska,2006,1.581.722,29.8,29546.65
Pacific cod Hecate Strait,2006,454.876,30.09,29700.9
Pacific cod Hokkaido,2006,0,30.92,30271.16
Pacific cod North Pacific,2006,40.008,29.22,29128.87
Pacific cod Queen Charlotte Sound,2006,0,29.56,29315.53
Pacific cod Sea of Japan,2006,0,29.0,28994.66
Pacific geoduck Washington,2006,0,29.11,29047.08
Pacific hake Pacific Coast,2006,901.981,29.17,29063.15
Pacific halibut North Pacific,2006,1.861.415,29.17,29078.2
Pacific herring Central Coast,2006,0,30.05,29700.86
Pacific herring Hokkaido,2006,0,30.54,30054.01
Pacific herring Prince Rupert District,2006,0,29.71,29474.26
Pacific herring Prince William Sound,2006,0,30.67,30079.91
Pacific herring Queen Charlotte Islands,2006,0,28.75,28809.19
Pacific herring Sitka,2006,0,31.55,30651.06
Pacific herring Strait of Georgia,2006,0,29.29,29177.82
Pacific herring Togiak District,2006,0,28.75,28835.42
Pacific herring West Coast of Vancouver Island,2006,0,30.6,30091.01
Pacific ocean perch Eastern Bering Sea and Aleutian Islands,2006,1.546.743,29.99,29676.86
Pacific ocean perch Gulf of Alaska,2006,1.221.649,29.52,29354.06
Pacific ocean perch Haida Gwaii,2006,1.629.244,30.96,30235.67
Pacific ocean perch Pacific Coast,2006,425.781,29.31,29220.47
Pacific ocean perch West Coast of Vancouver Island,2006,1.256.671,30.35,29910.84
Pacific sand lance Souya Strait,2006,0,28.98,28982.82
Pacific sandlance Ise and Mikawa Bay,2006,0,31.03,30294.17
Pacific sardine Pacific Coast,2006,0,29.72,29435.6
Pacific sardine Pacific Coast of Canada,2006,0,28.89,28905.76
Pacific saury Northwest Pacific,2006,2.597.736,28.13,28444.35
Patagonian grenadier Central-Southern Chile,2006,358.369,30.07,29692.28
Patagonian grenadier Southern Argentina,2006,1.394.999,30.4,29882.29
Patagonian toothfish Macquarie Island,2006,2.265.131,30.39,29857.45
Patagonian toothfish South Africa Subantarctic Prince Edward Islands,2006,2.53,30.08,29771.66
Patagonian toothfish South Chile Argentina,2006,0.37,29.78,29525.0
Paua NZ Area North PAUA 5A,2006,1.164.245,28.63,28727.43
Paua NZ Area South PAUA 5A,2006,850.833,30.21,29744.92
Paua New Zealand Area PAU 5B (Stewart Island),2006,831.848,28.33,28574.45
Paua New Zealand Area PAU 5D (Otago),2006,794.311,29.34,29239.35
Paua New Zealand Area PAU 7 (Marlborough),2006,462.014,30.07,29707.45
Peruvian anchoveta Central Chile,2006,1.309.804,28.58,28745.67
Peruvian anchoveta Central-Southern Chile,2006,105.694,28.74,28869.6
Peruvian anchoveta North-Central Peruvian coast,2006,1.301.802,29.88,29498.52
Peruvian anchoveta Northern Chile Southern Peru,2006,865.908,30.8,30189.76
Petrale sole Pacific Coast,2006,493.488,30.0,29668.1
Picarel Cyprus Island,2006,0,28.66,28794.99
Pink cusk eel Central-Southern Chile,2006,700.747,31.23,30468.22
Pink cusk eel Southern Argentina,2006,748.942,28.29,28527.55
Pink cusk eel Southern Chile,2006,824.658,30.8,30150.72
Pink shrimp Gulf of Mexico,2006,3.032.519,30.08,29733.13
Pointhead flounder North coast of Hokkaido,2006,0,29.99,29639.23
Pointhead flounder Sea of Japan,2006,877.705,28.89,28905.22
Pollock Faroe Plateau,2006,2.415.459,28.84,28855.22
Pollock Gulf of Maine / Georges Bank,2006,2.784.483,29.57,29363.37
Pollock ICES 3a-4-6,2006,1.82,29.2,29096.48
Pollock Iceland Grounds,2006,2.461.538,30.51,29977.25
Pollock North-East Arctic,2006,2.436.364,30.22,29761.96
Pollock Scotian Shelf and Bay of Fundy,2006,0,28.96,28936.34
Pollock St. Pierre Bank,2006,0,28.69,28776.92
Poor cod Ligurian and North Tyrrhenian Sea,2006,0,30.29,29783.4
Porbeagle shark Canadian Atlantic Ocean,2006,423.024,30.6,30066.23
Porbeagle shark Northeast Atlantic,2006,0,29.89,29523.16
Quillback rockfish Pacific Coast of Canada (Inside),2006,0,30.14,29705.09
Quillback rockfish Pacific Coast of Canada (Outside),2006,0,29.71,29432.26
Red deepsea crab Northwestern Atlantic,2006,0,29.03,28999.0
Red grouper Gulf of Mexico,2006,620.408,30.01,29675.92
Red grouper South Atlantic,2006,748.457,29.7,29437.67
Red gurnard Northeast Atlantic,2006,0,28.98,28959.7
Red hake Gulf of Maine / Northern Georges Bank,2006,0,31.22,30457.08
Red hake Southern Georges Bank / Mid-Atlantic,2006,0,28.89,28883.51
Red king crab Bristol Bay,2006,4.636.015,30.71,30083.25
Red king crab Norton Sound,2006,1.013.622,30.63,30087.7
Red king crab Pribilof Islands,2006,343.677,28.5,28667.93
Red mullet Balearic Island,2006,0,29.17,29133.44
Red mullet Black Sea,2006,0,31.04,30323.93
Red mullet Cyprus Island,2006,0,32.32,31139.47
Red mullet Gulf of Lions,2006,0,29.29,29211.31
Red mullet Ligurian and North Tyrrhenian Sea,2006,0,30.11,29741.48
"Red mullet Malta Island and South of Sicily (GSA 15, 16)",2006,0,28.32,28570.91
Red mullet Northern Alboran Sea,2006,0,30.06,29702.13
Red mullet Northern Spain,2006,0,27.65,28142.65
Red mullet Sardinia,2006,0,30.66,30044.63
Red mullet South Tyrrhenian Sea,2006,0,28.99,28945.09
Red mullet Western Ionian Sea,2006,0,30.83,30188.14
Red pandora West Africa Subgroup 2,2006,0,31.16,30381.78
Red porgy Southern Atlantic coast,2006,483.092,30.24,29769.56
Red rock lobster New Zealand Area CRA1,2006,0,31.38,30559.79
Red rock lobster New Zealand Area CRA2,2006,0,30.37,29931.58
Red rock lobster New Zealand Area CRA3,2006,0,30.14,29759.48
Red rock lobster New Zealand Area CRA4,2006,0,31.19,30436.58
Red rock lobster New Zealand Area CRA5,2006,0,30.64,30094.17
Red rock lobster New Zealand Area CRA7,2006,0,31.27,30426.83
Red rock lobster New Zealand Area CRA8,2006,0,29.84,29528.91
Red seabream Azores Grounds,2006,0,29.3,29166.75
Red seabream East China Sea,2006,118.211,30.2,29741.96
Red seabream ICES 6-7-8,2006,0,31.21,30439.1
Red seabream ICES 9,2006,0,30.48,29967.84
Red seabream Inland Sea of Japan (East),2006,109.957,29.43,29210.38
Red seabream Inland Sea of Japan (West),2006,327.018,31.45,30594.56
Red shrimp Northern Alboran Sea,2006,0,31.14,30413.52
Red shrimp Northern Spain,2006,0,29.1,29033.67
Red shrimp South Tyrrhenian Sea,2006,0,28.45,28624.19
Red snapper Gulf of Mexico,2006,189.844,31.06,30375.32
Red snapper Southern Atlantic coast,2006,61.702,29.73,29436.06
Red squat lobster Central-Southern Chile,2006,1.442.006,28.61,28733.13
Red squat lobster Northern Chile,2006,1.647.689,29.05,29034.1
Redfish Eastern Australia,2006,129.313,29.06,29008.07
Redfish species Flemish Cap,2006,0,29.81,29477.05
Redfish species N and SW Grand Banks,2006,649,30.14,29802.93
Rex sole Gulf of Alaska,2006,0,30.25,29829.79
Rex sole Pacific Coast,2006,0,28.05,28413.31
Rock crab Quebec Coastal Waters,2006,0,29.61,29492.82
Rock crab Southern Gulf of St. Lawrence,2006,0,31.61,30709.67
Rock lobster South Australia Northern Zone,2006,0,28.35,28580.7
Rock lobster South Australia Southern Zone,2006,0,29.44,29243.83
Rock sole Gulf of Alaska,2006,2.614.679,30.82,30224.04
Rock sole Hecate Strait,2006,3.476.693,29.47,29269.35
Rock sole Queen Charlotte Sound,2006,1.015.678,31.49,30621.92
Rougheye rockfish Bering Sea and Aleutian Islands,2006,426.982,28.35,28572.47
Rougheye rockfish Gulf of Alaska,2006,1.503.591,30.59,30051.12
Roughhead grenadier Northeast Atlantic,2006,0,29.17,29079.87
Roughscale sole North Pacific,2006,0,29.74,29449.3
Round herring Pacific Ocean,2006,0,32.13,31017.15
Round herring Tsushima Strait,2006,372.834,29.06,29005.61
Round nose flounder Sea of Japan,2006,746.736,29.05,29010.1
Roundnose grenadier ICES 1-2-4-5a2-8-9-14ab2,2006,0,31.08,30358.68
Roundnose grenadier ICES 5b-6-7-12b,2006,485,29.75,29478.94
Roundnose grenadier Kattegat and Skagerrak,2006,0,29.65,29422.27
Roundnose grenadier Mid-Atlantic Ridge,2006,0,29.99,29661.21
Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2006,1.122.771,29.16,29067.94
Sablefish Pacific Coast,2006,1.236.535,29.08,29051.78
Sablefish Pacific Coast of Canada,2006,935.694,30.19,29761.99
Sailfin sandfish Sea of Japan North,2006,0,31.35,30539.28
Sailfin sandfish Sea of Japan West,2006,1.730.915,30.7,30086.25
Sailfish Eastern Atlantic,2006,0.36,29.26,29137.58
Sailfish Western Atlantic,2006,0.59,28.7,28800.17
Sand eel Sandeel Area 1,2006,526.207,30.88,30260.85
Sand eel Sandeel Area 2,2006,177.381,31.34,30496.64
Sand eel Sandeel Area 3,2006,375.194,29.05,29023.52
Sand eel Sandeel Area 4,2006,882.353,31.17,30376.43
Sand eel Sandeel Area 5,2006,0,29.52,29409.61
Sand eel Sandeel Area 6,2006,0,28.8,28836.71
Sand eel Sandeel Area 7,2006,0,29.83,29501.21
Sand eel West of Scotland,2006,0,30.9,30237.05
