country,year,SST
Pink salmon West Kamchatka pink wild,2002,30.39
Pink shrimp Gulf of Mexico,2002,30.61
Pointhead flounder North coast of Hokkaido,2002,29.71
Pointhead flounder Sea of Japan,2002,28.46
Pollock Faroe Plateau,2002,28.18
Pollock Gulf of Maine / Georges Bank,2002,27.8
Pollock ICES 3a-4-6,2002,28.74
Pollock Iceland Grounds,2002,30.39
Pollock North-East Arctic,2002,29.59
Pollock Scotian Shelf and Bay of Fundy,2002,28.78
Pollock St. Pierre Bank,2002,29.27
Porbeagle shark Canadian Atlantic Ocean,2002,31.4
Porbeagle shark Northeast Atlantic,2002,29.62
Quillback rockfish Pacific Coast of Canada (Inside),2002,29.3
Quillback rockfish Pacific Coast of Canada (Outside),2002,28.92
Red deepsea crab Northwestern Atlantic,2002,28.76
Red grouper Gulf of Mexico,2002,30.63
Red grouper South Atlantic,2002,29.72
Red hake Gulf of Maine / Northern Georges Bank,2002,30.85
Red hake Southern Georges Bank / Mid-Atlantic,2002,29.12
Red king crab Bristol Bay,2002,29.66
Red king crab Norton Sound,2002,30.74
Red king crab Pribilof Islands,2002,28.9
Red mullet Balearic Island,2002,30.18
Red mullet Black Sea,2002,31.39
Red mullet Northern Spain,2002,28.79
Red pandora West Africa Subgroup 2,2002,30.01
Red porgy Southern Atlantic coast,2002,30.26
Red rock lobster New Zealand Area CRA1,2002,30.81
Red rock lobster New Zealand Area CRA2,2002,30.72
Red rock lobster New Zealand Area CRA3,2002,29.95
Red rock lobster New Zealand Area CRA4,2002,31.11
Red rock lobster New Zealand Area CRA5,2002,30.44
Red rock lobster New Zealand Area CRA7,2002,30.56
Red rock lobster New Zealand Area CRA8,2002,29.89
Red seabream Azores Grounds,2002,29.54
Red seabream East China Sea,2002,29.79
Red seabream ICES 6-7-8,2002,31.11
Red seabream ICES 9,2002,30.04
Red seabream Inland Sea of Japan (East),2002,28.26
Red seabream Inland Sea of Japan (West),2002,31.11
Red shrimp Northern Alboran Sea,2002,31.29
Red shrimp Northern Spain,2002,28.76
Red snapper Gulf of Mexico,2002,31.67
Red snapper Southern Atlantic coast,2002,30.42
Red squat lobster Central-Southern Chile,2002,28.99
Red squat lobster Northern Chile,2002,29.02
Redfish Eastern Australia,2002,29.28
Redfish species Flemish Cap,2002,28.89
Redfish species N and SW Grand Banks,2002,31.29
Redfish species West Greenland,2002,31.63
Rex sole Gulf of Alaska,2002,30.65
Rex sole Pacific Coast,2002,28.79
Rock crab Quebec Coastal Waters,2002,31.26
Rock crab Southern Gulf of St. Lawrence,2002,31.25
Rock lobster South Australia Northern Zone,2002,28.67
Rock lobster South Australia Southern Zone,2002,28.16
Rock sole Gulf of Alaska,2002,31.27
Rock sole Hecate Strait,2002,30.18
Rock sole Queen Charlotte Sound,2002,30.01
Rosette skate Mid-Atlantic Coast,2002,27.97
Rougheye rockfish Bering Sea and Aleutian Islands,2002,28.77
Rougheye rockfish Gulf of Alaska,2002,31.14
Roughhead grenadier Northeast Atlantic,2002,28.33
Roughscale sole North Pacific,2002,29.5
Round herring Pacific Ocean,2002,31.29
Round herring Tsushima Strait,2002,28.57
Round nose flounder Sea of Japan,2002,29.19
Roundnose grenadier ICES 1-2-4-5a2-8-9-14ab2,2002,30.48
Roundnose grenadier ICES 5b-6-7-12b,2002,30.3
Roundnose grenadier Kattegat and Skagerrak,2002,28.85
Roundnose grenadier Mid-Atlantic Ridge,2002,30.33
Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2002,28.94
Sablefish Pacific Coast,2002,29.33
Sablefish Pacific Coast of Canada,2002,29.77
Sailfin sandfish Sea of Japan North,2002,31.6
Sailfin sandfish Sea of Japan West,2002,30.1
Sailfish Eastern Atlantic,2002,28.3
Sailfish Western Atlantic,2002,28.67
Sand eel Sandeel Area 1,2002,31.4
Sand eel Sandeel Area 2,2002,30.46
Sand eel Sandeel Area 3,2002,29.02
Sand eel Sandeel Area 4,2002,30.78
Sand eel Sandeel Area 5,2002,30.46
Sand eel Sandeel Area 6,2002,28.59
Sand eel Sandeel Area 7,2002,29.23
Sand eel West of Scotland,2002,31.31
Sandbar shark Atlantic,2002,29.84
"Sardine Adriatic Sea (GSA 17,18)",2002,31.76
Sardine Gulf of Lions,2002,30.44
Sardine ICES 7,2002,30.71
Sardine ICES 8abd,2002,30.81
Sardine ICES 8c-9a,2002,30.37
Sardine South Africa,2002,29.07
Sardine South of Sicily,2002,29.52
Sardine West Africa Zone A+B,2002,29.1
Sardine West Africa Zone C,2002,29.32
Sardine Western half of Southeast Australia,2002,30.42
Sardinella West Africa,2002,29.95
Scalloped hammerhead Atlantic,2002,28.89
Scampi Bay of Plenty,2002,28.79
Scampi Mernoo Bank,2002,30.77
Scampi Wairarapa/Hawke Bay,2002,30.47
School whiting Southeast Australia,2002,29.54
Scup Northwestern Atlantic Coast,2002,31.86
Sea mullet Queensland and New South Wales,2002,30.82
Sea scallop Bay of Fundy (SPA 1-6),2002,31.37
Sea scallop Georges Bank,2002,29.87
Sea scallop Georges Bank and Mid-Atlantic Bight,2002,31.61
Sea scallop North Brown Bank,2002,30.03
Sea scallop Scallop Fishing Areas 16-20,2002,30.92
Sea scallop Southern Gulf of St. Lawrence,2002,30.6
Sea scallop St. Pierre Bank,2002,30.17
Sea scallop West Scallop Fishing Area 29,2002,29.61
Sea trout Baltic Areas 22-32,2002,30.96
Seabream West Africa Subgroup 1,2002,29.71
Seabream West Africa Subgroup 2,2002,30.98
Seabream West Africa Subgroup 3,2002,31.48
Shako Ise and Mikawa Bay,2002,29.27
Shallow water cape hake South Africa,2002,31.61
Sharpchin rockfish Pacific Coast,2002,27.73
Shortbelly rockfish Pacific Coast,2002,31.32
Shortfin mako Nothwest Pacific Ocean,2002,29.52
Shortraker rockfish Bering Sea and Aleutian Islands,2002,28.99
Shortraker rockfish Gulf of Alaska,2002,30.98
Shortspine thornyhead Gulf of Alaska,2002,29.04
Shortspine thornyhead Pacific Coast,2002,29.87
Sidestripe shrimp Shrimp Management Area 14,2002,31.49
Sidestripe shrimp Shrimp Management Area 16,2002,30.63
Sidestripe shrimp Shrimp Management Area FR,2002,29.13
Sidestripe shrimp Shrimp Management Area GTSE,2002,31.37
Sidestripe shrimp Shrimp Management Area PRD,2002,28.5
Sidestripe shrimp Shrimp Management Areas 18 and 19,2002,31.3
Silk snapper Caribbean,2002,29.7
Silver hake Gulf of Maine / Georges Bank,2002,32.04
Silver hake Scotian Shelf and Bay of Fundy,2002,30.35
Silver hake Southern Georges Bank / Mid-Atlantic,2002,30.25
Silverfish Southeast Australia,2002,29.73
Skipjack tuna Central Western Pacific Ocean,2002,30.98
Skipjack tuna Eastern Atlantic,2002,30.62
Skipjack tuna Eastern Pacific,2002,30.43
Skipjack tuna Indian Ocean,2002,31.21
Skipjack tuna Western Atlantic,2002,28.41
Smalleyed ray Celtic Sea,2002,28.56
Smooth dogfish Atlantic,2002,30.72
Smooth hound Northeast Atlantic,2002,30.83
Smooth oreo Bounty Plateau,2002,29.85
Smooth oreo Chatham Rise,2002,28.98
Smooth oreo East Pukaki Rise,2002,29.77
Smooth oreo Southland,2002,29.52
Smooth oreo West end of Chatham Rise,2002,29.51
Smooth skate Gulf of Maine / Georges Bank-Southern New England,2002,30.96
Smooth skate NAFO Division 2J3K,2002,30.3
Smooth skate Southern Gulf of St. Lawrence,2002,29.47
Snapper Northern Spencer Gulf,2002,30.01
Snapper Southern Gulf St. Vincent,2002,30.9
Snapper Southern Spencer Gulf,2002,30.03
Snow crab Bering Sea,2002,30.45
Snow crab Division 2HJ,2002,28.69
Snow crab Division 3K,2002,30.05
Snow crab Division 3LNO,2002,30.24
Snow crab Division 4R3Pn,2002,29.03
Snow crab Hokkaido,2002,28.87
Snow crab North Pacific,2002,29.11
Snow crab Northern Gulf of St. Lawrence,2002,28.93
Snow crab Okhotsk Sea,2002,30.76
Snow crab Sea of Japan East,2002,30.52
Snow crab Sea of Japan West,2002,27.37
Snow crab Southern Gulf of St. Lawrence,2002,28.86
Snow crab St. Pierre Bank,2002,30.54
Snowy grouper Southern Atlantic coast,2002,30.03
Sockeye salmon Akalura Lake,2002,28.39
Sockeye salmon Akwe River,2002,29.23
Sockeye salmon Anadyr sockeye wild,2002,29.43
Sockeye salmon Area 1,2002,29.49
Sockeye salmon Area 12,2002,31.81
Sockeye salmon Area 13,2002,31.73
Sockeye salmon Area 16,2002,29.31
Sockeye salmon Area 28,2002,28.93
Sockeye salmon Area 2E,2002,28.3
Sockeye salmon Area 2W,2002,29.51
Sockeye salmon Area 5,2002,28.95
Sockeye salmon Area 6,2002,30.95
Sockeye salmon Area 7,2002,29.99
Sockeye salmon Area 8,2002,30.73
Sockeye salmon Barkley Sound,2002,30.58
Sockeye salmon Bear River,2002,29.85
Sockeye salmon Branch,2002,29.34
Sockeye salmon Buskin Lake,2002,29.08
Sockeye salmon Chilkat Lake,2002,30.97
Sockeye salmon Chilkoot Lake,2002,29.08
Sockeye salmon Columbia R,2002,29.21
Sockeye salmon East Kamchatka sockeye wild,2002,28.71
Sockeye salmon East-Alsek-Doame River,2002,31.16
Sockeye salmon Egegik,2002,30.34
Sockeye salmon Igushik River,2002,29.48
Sockeye salmon Ilnik River,2002,28.57
Sockeye salmon Italo River,2002,30.13
Sockeye salmon Karluk Lake,2002,29.51
Sockeye salmon Klukshu River,2002,30.53
Sockeye salmon Kuskokwim,2002,29.67
Sockeye salmon Kvichak,2002,31.25
Sockeye salmon Lake Washington,2002,31.94
Sockeye salmon Little River,2002,29.77
Sockeye salmon Long Lake,2002,30.92
Sockeye salmon Lost River,2002,31.65
Sockeye salmon Malina Lake,2002,29.68
Sockeye salmon Naknek,2002,29.85
Sockeye salmon Nass,2002,30.55
Sockeye salmon Nelson River,2002,30.63
Sockeye salmon Nushagak,2002,30.67
Sockeye salmon Okhotsk sockeye hatchery,2002,30.28
Sockeye salmon Okhotsk sockeye wild,2002,30.19
Sockeye salmon Orzinski Lake,2002,30.97
Sockeye salmon Owikeno Lake,2002,29.83
Sockeye salmon Pasagshak River,2002,29.0
Sockeye salmon Pauls Bay Drainage,2002,30.13
Sockeye salmon Quinault,2002,28.84
Sockeye salmon Redoubt Lake,2002,31.54
Sockeye salmon Saltery Lake,2002,28.64
Sockeye salmon Sandy River,2002,32.03
Sockeye salmon Situk River,2002,29.36
Sockeye salmon Skeena,2002,31.17
Sockeye salmon Speel Lake,2002,31.34
Sockeye salmon Tahltan,2002,29.06
Sockeye salmon Taku River,2002,28.46
Sockeye salmon Togiak,2002,30.8
Sockeye salmon Uganik Lake,2002,31.05
Sockeye salmon Ugashik,2002,27.74
Sockeye salmon West Kamchatka sockeye hatchery,2002,30.54
Sockeye salmon West Kamchatka sockeye wild,2002,28.74
Sockeye salmon Wood,2002,31.36
Softshell clam  Quebec Coastal Waters,2002,29.71
Sole West Africa Subgroup 1,2002,30.62
Sole West Africa Subgroup 3,2002,30.97
South African abalone South Africa,2002,29.35
South Pacific hake Central-Southern Chile,2002,28.82
Southern blue whiting Campbell Island Rise,2002,30.12
Southern blue whiting Central-Southern Chile,2002,31.1
Southern blue whiting Southern Argentina,2002,29.3
Southern bluefin tuna Southern Oceans,2002,29.24
Southern hake Central-Southern Chile,2002,29.7
Southern hake Chatham Rise,2002,29.2
Southern hake Sub-Antarctic,2002,31.28
Southern hake West Coast South Island,2002,29.59
Southern pink shrimp West Africa,2002,28.94
Southern spiny lobster South Africa South coast,2002,28.6
Spanish mackerel Gulf of Mexico,2002,29.97
Spanish mackerel Southern Atlantic coast,2002,31.22
Spear squid Pacific Ocean,2002,29.1
Spear squid Tsushima warm current,2002,29.97
Spiny dogfish Atlantic Coast,2002,31.88
Spiny dogfish Black Sea,2002,31.51
"Spiny dogfish Scotian Shelf, Bay of Fundy and Georges Bank",2002,30.95
Splitnose rockfish Pacific Coast,2002,28.27
Spotted mackerel East China Sea,2002,29.99
Spotted mackerel Pacific Coast of Japan,2002,29.37
Spotted ray Bay of Biscay,2002,31.73
Spotted ray ICES 3a-4-7d,2002,31.04
Spotted ray ICES 7aefgh,2002,28.7
Spotted spiny dogfish Pacific Coast,2002,28.85
Sprat Baltic Areas 22-32,2002,29.65
Sprat Black Sea,2002,29.66
Sprat ICES 6-7abcfghijk,2002,29.54
Sprat ICES 7de,2002,30.25
Sprat Kattegat and Skagerrak,2002,28.83
Sprat North Sea,2002,28.75
Spurdog Northeast Atlantic,2002,30.1
Starry flounder Northern Pacific Coast,2002,30.12
Starry flounder Southern Pacific Coast,2002,30.71
Starry ray ICES 2-3a-4,2002,30.76
Striped bass Gulf of Maine / Cape Hatteras,2002,29.94
Striped marlin Indian Ocean,2002,28.91
Striped marlin Northeast Pacific,2002,29.51
Striped marlin Western Pacific Ocean,2002,31.83
Striped marlin Western and Central North Pacific,2002,28.83
Striped red mullet ICES 6-7abcefghijk-8-9a,2002,30.94
Summer flounder Mid-Atlantic Coast,2002,29.24
Surmullet Balearic Island,2002,30.35
"Surmullet Malta Island and South of Sicily (GSA 15, 16)",2002,29.66
Swordfish Eastern Pacific,2002,28.89
Swordfish Indian Ocean,2002,28.83
Swordfish Mediterranean Sea,2002,30.22
Swordfish North Pacific Ocean,2002,30.14
Swordfish Northern Atlantic,2002,28.39
Swordfish South Atlantic,2002,29.74
Swordtip squid Sea of Japan and East China Sea,2002,30.29
Tanner crab Bering Sea and Aleutian Islands,2002,29.6
Tarakihi Sub-Antarctic,2002,30.36
Tasmanian giant crab Tasmania,2002,31.49
Thornback skate Bay of Biscay,2002,31.0
Thornback skate ICES 3a-4-7d,2002,30.54
Thornback skate ICES 7afg,2002,29.19
Thornback skate Portugese Waters -East,2002,29.69
Thorny skate Grand Bank and St Pierre Bank,2002,30.12
Thorny skate Gulf of Maine / Georges Bank-Southern New England,2002,31.94
Thorny skate Southern Gulf of St. Lawrence,2002,31.09
Threadfin West Africa Subgroup 1,2002,28.85
Threadfin West Africa Subgroup 2,2002,31.44
Threadfin West Africa Subgroup 3,2002,31.05
Tiger flathead Southeast Australia,2002,30.63
Tilefish Gulf of Mexico,2002,29.92
Tilefish Mid-Atlantic Coast,2002,29.22
Tilefish Southern Atlantic coast,2002,31.07
Trevally New Zealand Areas TRE 7,2002,28.15
Turbot Baltic Areas 22-32,2002,29.7
Turbot Black Sea,2002,30.78
Turbot Kattegat and Skagerrak,2002,28.87
Turbot North Sea,2002,28.67
Tusk ICES 5a-14,2002,29.61
Tusk North of Azores,2002,29.13
Tusk North-East Arctic,2002,29.15
Tusk Northeast Atlantic,2002,29.68
Tusk Rockall Bank,2002,27.9
Undulate ray ICES 7de,2002,28.91
Vermilion snapper Gulf of Mexico,2002,30.43
Vermilion snapper Southern Atlantic coast,2002,29.83
Walleye pollock Aleutian Islands,2002,29.44
Walleye pollock Bogoslof,2002,28.76
Walleye pollock Eastern Bering Sea,2002,30.94
Walleye pollock Gulf of Alaska,2002,31.62
Walleye pollock Navarinsky,2002,31.87
Walleye pollock Nemuro Strait,2002,28.49
Walleye pollock Northern Sea of Okhotsk,2002,30.24
Walleye pollock Okhotsk Sea,2002,31.6
Walleye pollock Pacific Coast of Japan,2002,31.91
Walleye pollock Sea of Japan North,2002,31.84
Walleye pollock Western Bering Sea,2002,31.39
Waved whelk Quebec Coastal Waters,2002,31.51
Weakfish Atlantic Coast,2002,28.14
Weathervane scallop Alaska,2002,31.11
West coast rock lobster South Africa Area 7,2002,29.2
West coast rock lobster South Africa Area 8,2002,31.84
West coast rock lobster South Africa Areas 1-2,2002,30.78
West coast rock lobster South Africa Areas 3-4,2002,31.51
West coast rock lobster South Africa Areas 5-6,2002,29.95
White anglerfish ICES 7-8abd,2002,28.2
White anglerfish ICES 8c-9a,2002,31.19
White hake Gulf of Maine / Georges Bank,2002,31.28
White hake Northern Gulf of St. Lawrence,2002,29.95
"White hake Scotian Shelf, Bay of Fundy and Georges Bank",2002,29.18
White hake Southern Gulf of St. Lawrence,2002,27.76
White hake St. Pierre Bank,2002,28.86
White marlin Atlantic Ocean,2002,30.58
White shrimp Gulf of Mexico,2002,28.54
Whitespotted conger Ise and Mikawa Bay,2002,28.93
Whiting Black Sea,2002,29.91
Whiting Celtic Sea,2002,29.49
Whiting ICES 4-7d,2002,28.82
Whiting ICES 8-9a,2002,31.21
Whiting Irish Sea,2002,31.16
Whiting Kattegat and Skagerrak,2002,30.5
Whiting Rockall Bank,2002,30.72
Whiting West of Scotland,2002,30.43
Widow rockfish Pacific Coast,2002,29.48
Willowy flounder North Pacific,2002,30.63
Windowpane flounder Gulf of Maine / Georges Bank,2002,29.79
Windowpane flounder Southern New England /Mid Atlantic,2002,29.0
Winter flounder Georges Bank,2002,30.0
Winter flounder Gulf of Maine,2002,28.29
Winter flounder Southern Gulf of St. Lawrence,2002,28.54
Winter flounder Southern New England /Mid Atlantic,2002,31.03
Winter skate Gulf of Maine / Cape Hatteras,2002,29.73
Witch flounder Gulf of Maine,2002,28.38
Witch flounder Gulf of St. Lawrence,2002,30.86
Witch flounder ICES 3a-4-7d,2002,29.5
Witch flounder St. Pierre Bank,2002,28.65
Yellow goosefish North Pacific,2002,29.56
Yellow sea bream Sea of Japan,2002,30.27
Yellow squat lobster Central-Southern Chile,2002,30.71
Yellow squat lobster Northern Chile,2002,29.49
Yellow striped flounder North coast of Hokkaido,2002,31.33
Yellow striped flounder Sea of Japan,2002,29.97
Yellowedge grouper Gulf of Mexico,2002,29.88
Yelloweye rockfish Gulf of Alaska,2002,31.32
Yelloweye rockfish Pacific Coast,2002,30.25
Yelloweye rockfish Pacific Coast of Canada (Inside),2002,28.25
Yellowfin sole Bering Sea and Aleutian Islands,2002,28.49
Yellowfin tuna Atlantic Ocean,2002,30.02
Yellowfin tuna Central Western Pacific Ocean,2002,28.56
Yellowfin tuna Eastern Pacific,2002,31.13
Yellowfin tuna Indian Ocean,2002,28.27
Yellownose skate Central-Southern Chile,2002,29.86
Yellownose skate Southern Chile,2002,31.03
Yellowtail flounder Cape Cod / Gulf of Maine,2002,31.28
Yellowtail flounder Georges Bank,2002,30.11
Yellowtail flounder Grand Banks,2002,30.41
Yellowtail flounder Southern New England /Mid Atlantic,2002,30.25
Yellowtail rockfish Northern Pacific Coast,2002,31.32
Yellowtail snapper Southern Atlantic coast and Gulf of Mexico,2002,29.07
Acadian redfish Gulf of Maine / Georges Bank,2003,29.04
Acadian redfish NAFO Division 2J3K,2003,30.57
Acadian redfish NAFO Division 3LNO and Units 1 and 2,2003,30.01
Acadian redfish Unit 3,2003,28.64
Aesop shrimp Shrimp Fishing Areas 2-3,2003,29.84
Alaska plaice Bering Sea and Aleutian Islands,2003,28.15
Alaska skate Bering Sea and Aleutian Islands,2003,30.49
Alaskan pink shrimp Sea of Japan,2003,29.59
Albacore tuna Indian Ocean,2003,28.53
Albacore tuna Mediterranean Sea,2003,30.82
Albacore tuna North Pacific Ocean,2003,30.87
Albacore tuna Northern Atlantic,2003,28.97
Albacore tuna South Atlantic,2003,28.86
Albacore tuna South Pacific Ocean,2003,28.87
Alfonsino Chile,2003,30.67
Amberstripe scad East China Sea,2003,28.49
American lobster Atlantic Coast of Nova Scotia (LFA 27-33),2003,30.53
American lobster Gaspe (LFA 19-21),2003,30.27
American lobster Georges Bank,2003,29.38
American lobster Gulf of Maine,2003,29.94
American lobster Lobster Fishing Area 34,2003,31.2
American lobster Lobster Fishing Area 41,2003,29.8
American lobster Lobster Fishing Areas 3-14,2003,31.57
American lobster Lobster Fishing Areas 35-38,2003,29.73
American lobster Magdalen Islands (LFA 22),2003,30.42
American lobster Quebec North Shore and Anticosti Island (LFA 15-18),2003,29.63
American lobster Southern Gulf of St. Lawrence,2003,28.82
American lobster Southern New England,2003,30.84
American plaice Flemish Cap,2003,29.44
American plaice Grand Banks,2003,30.14
American plaice Gulf of Maine / Georges Bank,2003,30.25
American plaice Labrador - NE Newfoundland,2003,31.5
American plaice Scotian Shelf and Bay of Fundy,2003,30.36
American plaice Southern Gulf of St. Lawrence,2003,29.9
American plaice St. Pierre Bank,2003,30.34
"Anchovy Adriatic Sea (GSA 17,18)",2003,30.86
Anchovy Aegean Sea,2003,29.24
Anchovy Bay of Biscay,2003,27.87
Anchovy Black Sea,2003,30.03
Anchovy Eastern Ionian Sea,2003,32.48
Anchovy Gulf of Lions,2003,29.59
Anchovy Northern Alboran Sea,2003,29.82
Anchovy Northern Spain,2003,29.52
Anchovy Portugese Waters -East,2003,29.97
Anchovy South Africa,2003,29.05
Anchovy South of Sicily,2003,31.45
Anchovy West Africa,2003,29.43
Anchovy kilka Iranian Caspian Sea,2003,30.33
Angel shark Northeast Atlantic,2003,30.33
Antarctic toothfish Ross Sea,2003,29.49
Arabesque greenling Nemuro Strait,2003,28.56
Arabesque greenling North coast of Hokkaido,2003,30.6
Arabesque greenling South coast of Hokkaido,2003,30.46
Arctic surfclam Banquereau,2003,30.72
Arctic surfclam Division 3LNO,2003,29.28
Arctic surfclam Quebec Coastal Waters,2003,31.44
Arctic surfclam Quebec and Gulf of St. Lawrence,2003,31.59
Argentine anchoita Northern Argentina,2003,29.14
Argentine anchoita Southern Argentina,2003,32.83
Argentine chub mackerel Southern Argentina,2003,30.42
Argentine hake Northern Argentina,2003,30.25
Argentine hake Southern Argentina,2003,29.48
Arrowtooth flounder Bering Sea and Aleutian Islands,2003,31.0
Arrowtooth flounder Gulf of Alaska,2003,29.89
Arrowtooth flounder Pacific Coast,2003,28.93
Atka mackerel Bering Sea and Aleutian Islands,2003,31.4
Atka mackerel Gulf of Alaska,2003,30.49
Atlantic bluefin tuna Eastern Atlantic,2003,30.03
Atlantic bluefin tuna Western Atlantic,2003,30.77
Atlantic butterfish Gulf of Maine / Cape Hatteras,2003,29.42
Atlantic cod Celtic Sea,2003,30.94
Atlantic cod Eastern Baltic,2003,28.61
Atlantic cod Faroe Bank,2003,28.68
Atlantic cod Faroe Plateau,2003,29.81
Atlantic cod Flemish Cap,2003,30.21
Atlantic cod Georges Bank,2003,29.43
Atlantic cod Gulf of Maine,2003,31.43
Atlantic cod ICES 3a(west)-4-7d,2003,31.27
Atlantic cod Iceland Grounds,2003,29.48
Atlantic cod Irish Sea,2003,28.43
Atlantic cod Kattegat,2003,29.02
Atlantic cod NAFO 1abdce,2003,32.21
Atlantic cod NAFO 1f and ICES 14,2003,28.66
Atlantic cod NAFO 5Zjm,2003,30.25
Atlantic cod NAFO Subarea 1 (inshore),2003,28.35
Atlantic cod North-East Arctic,2003,28.34
Atlantic cod North-East Arctic (Norwegian coastal waters),2003,31.77
Atlantic cod Northern Gulf of St. Lawrence,2003,29.39
Atlantic cod Rockall Bank,2003,29.97
Atlantic cod Southern Grand Banks,2003,29.42
Atlantic cod Southern Gulf of St. Lawrence,2003,29.66
Atlantic cod Southern Labrador-Eastern Newfoundland,2003,29.91
Atlantic cod St. Pierre Bank,2003,28.03
Atlantic cod West of Scotland,2003,30.21
Atlantic cod Western Baltic,2003,30.72
"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",2003,29.46
Atlantic halibut Gulf of Maine / Georges Bank,2003,29.43
Atlantic halibut Scotian Shelf and Southern Grand Banks,2003,28.95
Atlantic menhaden Atlantic,2003,30.77
Atlantic sharpnose shark Atlantic,2003,29.56
Atlantic surfclam Mid-Atlantic Coast,2003,31.09
Atlantic wolffish Gulf of Maine / Georges Bank,2003,28.76
Aurora rockfish Pacific Coast,2003,31.68
Australian salmon New Zealand,2003,31.16
Barndoor skate Gulf of Maine / Georges Bank-Southern New England,2003,27.84
Basking shark Northeast Atlantic,2003,29.22
Beaked redfish ICES 5-12-14 and NAFO Subareas 1-2 (deep),2003,29.1
Beaked redfish ICES 5-12-14 and NAFO Subareas 1-2 (shallow),2003,30.34
Beaked redfish ICES 5a-14,2003,30.0
Beaked redfish Southeast Greenland,2003,31.77
Benguela hake West Africa Subgroup 3,2003,31.51
Beni zuwai crab Sea of Japan,2003,29.2
Beryx spp Northeast Atlantic,2003,30.35
Big skate Hecate Strait,2003,31.68
Big skate Queen Charlotte Sound,2003,29.05
Big skate Strait of Georgia,2003,30.64
Big skate West Coast of Vancouver Island,2003,29.12
Bigeye grunt West Africa Subgroup 2,2003,30.58
Bigeye grunt West Africa Subgroup 3,2003,29.91
Bigeye tuna Atlantic Ocean,2003,31.48
Bigeye tuna Central Western Pacific Ocean,2003,29.56
Bigeye tuna Eastern Pacific,2003,29.4
Bigeye tuna Indian Ocean,2003,28.66
Bight redfish Southeast Australia,2003,30.72
Black bellied angler Balearic Island,2003,30.06
Black bellied angler ICES 7-8abd,2003,31.1
Black bellied angler ICES 8c-9a,2003,29.92
Black cardinalfish East coast of North Island,2003,30.56
Black grouper Gulf of Mexico and South Atlantic,2003,31.84
Black marlin Indian Ocean,2003,28.75
Black oreo Pukaki Rise,2003,30.02
Black oreo West end of Chatham Rise,2003,30.65
Black rockfish California,2003,30.05
Black rockfish Oregon Coast,2003,30.86
Black rockfish Washington,2003,30.5
Black scabbardfish Northeast Atlantic,2003,31.24
Black scraper Sea of Japan and East China Sea,2003,29.29
Black sea bass Mid-Atlantic Coast,2003,31.37
Black sea bass South Atlantic,2003,31.0
Blackgill rockfish Pacific Coast,2003,29.75
Blackmouth dogfish ICES 6-7,2003,29.02
Blackmouth dogfish ICES 8-9a,2003,31.19
Blacknose shark Atlantic,2003,29.03
Blacktip shark Atlantic,2003,31.36
Blacktip shark Gulf of Mexico,2003,30.11
Blue crab Chesapeake Bay,2003,31.58
Blue grenadier New South Wales to Western Australia,2003,29.73
Blue jack mackerel Azores,2003,30.83
Blue king crab Pribilof Islands,2003,32.01
Blue king crab Saint Matthews Island,2003,30.61
Blue ling ICES 1-2-3a-4a-8-9-12,2003,31.77
Blue ling ICES 5a-14,2003,30.61
Blue ling ICES 5b-6-7,2003,31.64
Blue marlin Atlantic Ocean,2003,31.09
Blue marlin Pacific Ocean,2003,29.66
Blue rockfish California,2003,30.72
Blue shark North Pacific Ocean,2003,29.78
Blue warehou Eastern half of Southeast Australia,2003,30.73
Blue warehou Western half of Southeast Australia,2003,31.5
Blue whiting Northeast Atlantic,2003,29.48
Blue whiting Northern Alboran Sea,2003,31.21
Bluefish Atlantic Coast,2003,30.84
Blueline tilefish Southern Atlantic coast,2003,29.29
Bluenose New Zealand,2003,30.45
Boarfish ICES 6-8,2003,28.66
Bobo croaker West Africa Subgroup 1,2003,29.68
Bocaccio British Columbia Waters,2003,30.79
Bocaccio Southern Pacific Coast,2003,29.83
Bonga West Africa,2003,28.71
Bonnethead shark Atlantic,2003,29.78
Brill Baltic Areas 22-32,2003,29.83
Brill ICES 3a-4-7d,2003,29.52
Brown rockfish Pacific Coast,2003,32.03
Brown shrimp Gulf of Mexico,2003,30.16
Brown tiger shrimp Northern Australia,2003,30.61
Cabezon Northern California,2003,31.03
Cabezon Oregon Coast,2003,30.79
Cabezon Southern California,2003,30.68
California scorpionfish Southern California,2003,30.69
Canary rockfish Pacific Coast,2003,30.05
Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands,2003,28.83
Cape Hope squid South Africa,2003,28.79
Cape horse mackerel South Africa South coast,2003,28.4
Capelin Barents Sea,2003,28.71
Capelin Gulf of St. Lawrence,2003,30.35
Capelin ICES 2a-5-14,2003,30.97
Catfish West Africa Subgroup 1,2003,30.82
Catfish West Africa Subgroup 3,2003,31.92
Chilean herring Central-Southern Chile,2003,31.62
Chilean jack mackerel Chilean EEZ and offshore,2003,28.61
Chilean sardine Central-Southern Chile,2003,31.37
Chilipepper Southern Pacific Coast,2003,30.62
China rockfish Central Pacific Coast,2003,30.06
China rockfish Northern Pacific Coast,2003,29.47
China rockfish Southern Pacific Coast,2003,29.17
Chub mackerel Pacific Coast of Japan,2003,30.62
